n,xa,phat_a,variance_a,sigma_a,cdf_probability,relative_gain
55,2,0.0363636363636364,0.000637114951164538,0.0252411360910031,0.0774338748196695,0.0178385851065479
56,2,0.0357142857142857,0.000614978134110787,0.0247987526724791,0.0718545781623573,0.0175262879186211
57,2,0.0350877192982456,0.000593974934257774,0.0243716009785524,0.0666472346155331,0.0172247249516198
58,2,0.0344827586206897,0.00057402927549305,0.0239589080613673,0.0617902032709494,0.0169333527800762
59,2,0.0338983050847458,0.000555071355883513,0.0235599523743897,0.0572627561961758,0.016651664005541
60,2,0.0333333333333333,0.000537037037037037,0.0231740595717936,0.0530450818159933,0.0163791843236343
61,2,0.0327868852459016,0.000519867301668421,0.0228005987129378,0.0491182815309936,0.0161154698726292
62,2,0.032258064516129,0.000503507770803263,0.0224389788271049,0.0454643605878363,0.015860104832585
63,2,0.0317460317460317,0.00048790827324463,0.0220886457992479,0.0420662141106962,0.0156126992478767
64,2,0.03125,0.0004730224609375,0.0217490795423048,0.0389076091065375,0.0153728870492661
65,3,0.0461538461538462,0.000677287209831589,0.0260247422625391,0.0995528251864033,-0.196590513723471
66,3,0.0454545454545455,0.000657400450788881,0.0256398215826257,0.0931948589844793,0.0147905664551933
67,3,0.0447761194029851,0.000638376396032757,0.0252661116128453,0.0872002051369548,0.01457537325586
68,3,0.0441176470588235,0.000620165886423774,0.0249031300527418,0.0815521172149891,0.0143663404035201
69,3,0.0434782608695652,0.000602723213062656,0.0245504218510122,0.0762342252023071,0.0141632076362561
70,3,0.0428571428571429,0.00058600583090379,0.0242075573097285,0.0712305722631025,0.0139657291171771
71,3,0.0422535211267606,0.000569974099706352,0.0238741303445037,0.0665256448725071,0.0137736724510748
72,3,0.0416666666666667,0.000554591049382716,0.0235497568858516,0.0621043969275205,0.0135868177802228
73,3,0.0410958904109589,0.000539822167154649,0.0232340734085663,0.0579522684226636,0.0134049569520168
74,3,0.0405405405405405,0.000525635204232721,0.0229267355773281,0.0540551992402481,0.0132278927518985
75,3,0.04,0.000512,0.0226274169979695,0.0503996385705462,0.013055438195682
76,3,0.0394736842105263,0.000498888321912815,0.0223358080649171,0.0469725504427008,0.0128874158759968
77,3,0.038961038961039,0.000486273719533966,0.0220516148962829,0.0437614158133225,0.0127236573580954
78,4,0.0512820512820513,0.000623746185876363,0.0249749111284978,0.09939432326731,-0.132566083979077
79,4,0.0506329113924051,0.000608471135143467,0.0246672076884164,0.0935303141032413,0.0123205019028209
80,4,0.05,0.00059375,0.0243669858620224,0.0879712334157031,0.012170888176165
81,4,0.0493827160493827,0.000579556338332947,0.0240739763714461,0.0827047359222453,0.0120248557714697
82,4,0.0487804878048781,0.000565865266029222,0.0237879226926023,0.0777186623212987,0.0118822779598291
83,4,0.0481927710843374,0.00055265334818735,0.0235085803099071,0.0730010696065584,0.0117430339044311
84,4,0.0476190476190476,0.000539898499082173,0.0232357160225841,0.0685402572547674,0.011607008323167
85,4,0.0470588235294118,0.000527579890087523,0.0229691072984459,0.0643247895823305,0.0114740911740806
86,4,0.0465116279069767,0.000515677864842089,0.0227085416714083,0.0603435145583589,0.011344177361879
87,4,0.0459770114942529,0.00050417386101506,0.0224538161793282,0.056585579352803,0.0112171664638811
88,4,0.0454545454545455,0.00049305033809166,0.0222047368390544,0.0530404428878038,0.0110929624739278
89,4,0.0449438202247191,0.000482290710655362,0.0219611181558536,0.0496978856493783,0.0109714735628997
90,4,0.0444444444444444,0.000471879286694101,0.0217227826646151,0.0465480170046934,0.0108526118546009
91,5,0.0549450549450549,0.000570616438265273,0.0238875791629305,0.0975758890485423,-0.0996555796620732
92,5,0.0543478260869565,0.000558631955288896,0.0236353962371883,0.0921764281694854,0.0105570733652889
93,5,0.0537634408602151,0.000547020788033174,0.0233884755388883,0.0870376309190742,0.0104470725103209
94,5,0.0531914893617021,0.000535767604480703,0.023146654282654,0.0821499339888503,0.0103393338241401
95,5,0.0526315789473684,0.000524857850998688,0.0229097763192635,0.0775038760079877,0.0102337884558956
96,5,0.0520833333333333,0.000514277705439815,0.0226776918014117,0.0730901209261677,0.0101303703108045
97,5,0.0515463917525773,0.000504014033503785,0.0224502568694388,0.0688994787385927,0.0100290159141641
98,5,0.0510204081632653,0.000494054348103256,0.0222273333556515,0.0649229237062492,0.00992966428329892
99,5,0.0505050505050505,0.000484386771500331,0.0220087885059658,0.0611516102239653,0.00983225680691581
100,5,0.05,0.000475,0.0217944947177034,0.0575768864870344,0.00973673713136567
101,5,0.0495049504950495,0.000465883271005269,0.0215843292924582,0.0541903061046749,0.00964305105336743
102,5,0.0490196078431373,0.000457026332255317,0.0213781742030351,0.0509836378051348,0.00955114641876374
103,5,0.0485436893203883,0.000448419413083048,0.0211759158735354,0.0479488733731939,0.00946097302692099
104,6,0.0576923076923077,0.000522729858898498,0.0228632862663813,0.0948359838466474,-0.0796834669594933
105,6,0.0571428571428571,0.000513119533527697,0.0226521419192026,0.0898602088576276,0.00923508303743317
106,6,0.0566037735849057,0.000503771569819381,0.0224448561995701,0.0851106054590154,0.009150822044638
107,6,0.0560747663551402,0.000494676513395856,0.0222413244523759,0.0805794838167513,0.009068079803428
108,6,0.0555555555555556,0.000485825331504344,0.0220414457671076,0.0762592163499084,0.00898681576703655
109,6,0.055045871559633,0.000477209390677738,0.0218451228121459,0.0721422555873889,0.00890699081339859
110,6,0.0545454545454545,0.000468820435762584,0.021652261677769,0.0682211502397858,0.0088285671834113
111,6,0.0540540540540541,0.000460650570219599,0.0214627717273329,0.0644885595723554,0.00875150842236059
112,6,0.0535714285714286,0.000452692237609329,0.0212765654561381,0.0609372661659162,0.00867577932432735
113,6,0.0530973451327434,0.00044493820418228,0.0210935583575242,0.0575601871530024,0.00860134587939695
114,6,0.0526315789473684,0.000437381542498907,0.0209136687957639,0.0543503840164194,0.00852817522351395
115,6,0.0521739130434783,0.00043001561601052,0.0207368178853584,0.0513010710366754,0.00845623559082405
116,7,0.0603448275862069,0.00048882180491205,0.0221093148901555,0.0963873415229419,-0.0661864810881202
117,7,0.0598290598290598,0.000480765328453253,0.0219263614959996,0.0915891696179781,0.00827494633211593
118,7,0.0593220338983051,0.000472906188071809,0.0217464063254555,0.0869960105125979,0.00820725183140695
119,7,0.0588235294117647,0.000465237998313512,0.0215693764006638,0.0826014745036539,0.00814065193771493
120,7,0.0583333333333333,0.00045775462962963,0.0213952010887869,0.0783991994451138,0.0080751204226516
121,7,0.0578512396694215,0.000450450196182914,0.0212238120087536,0.0743828657608384,0.00801063188525664
122,7,0.0573770491803279,0.000443319044325296,0.0210551429424095,0.0705462101624376,0.00794716171979701
123,7,0.0569105691056911,0.000436355741705345,0.0208891297498327,0.0668830381215387,0.00788468608505237
124,7,0.0564516129032258,0.000429555066966533,0.0207257102885892,0.0633872351480187,0.00782318187500176
125,7,0.056,0.000422912,0.0205648243367163,0.0600527769271208,0.00776262669084417
126,7,0.0555555555555556,0.000416421712718009,0.0204064135192348,0.0568737383690694,0.00770299881427588
127,7,0.0551181102362205,0.000410079560316601,0.0202504212380039,0.0538443016255044,0.00764427718196698
128,8,0.0625,0.000457763671875,0.0213954124025456,0.0971273790991141,-0.0565415973862712
129,8,0.062015503875969,0.000450926985697509,0.0212350414574003,0.0925105175019289,0.00749557625382254
130,8,0.0615384615384615,0.00044424214838416,0.0210770526493663,0.0880806197214869,0.00744000468993209
131,8,0.0610687022900763,0.000437704701455591,0.0209213933918272,0.0838322751287739,0.00738524783937559
132,8,0.0606060606060606,0.000431310348665721,0.0207680126315861,0.0797600814094188,0.00733128799638127
133,8,0.0601503759398496,0.000425054948978529,0.0206168607934993,0.0758586571040877,0.00727810796190081
134,8,0.0597014925373134,0.000418934509896497,0.0204678897274853,0.0721226531893199,0.00722569102571758
135,8,0.0592592592592593,0.000412945181120764,0.0203210526577922,0.06854676372803,0.00717402094930498
136,8,0.0588235294117647,0.000407083248524323,0.0201763041344128,0.0651257356213707,0.0071230819493944
137,8,0.0583941605839416,0.000401345128420719,0.0200335999865406,0.0618543774943715,0.00707285868222178
138,8,0.0579710144927536,0.000395727362111845,0.0198928972779695,0.058727567749728,0.00702333622841848
139,8,0.0575539568345324,0.000390226610699433,0.0197541542643423,0.0557402618244645,0.00697450007851886
140,9,0.0642857142857143,0.00042966472303207,0.0207283555313023,0.0972638141856502,-0.0493162731202568
141,9,0.0638297872340425,0.00042379819500496,0.0205863594402935,0.0928261826356055,0.00685033073628902
142,9,0.0633802816901408,0.000418050856218445,0.0204462919919101,0.0885600050317942,0.0068038959870325
143,9,0.0629370629370629,0.000412419503817616,0.0203081142358816,0.0844606253493646,0.00675808386592272
144,9,0.0625,0.000406901041666667,0.020171788261497,0.0805233853110636,0.00671288199392499
145,9,0.0620689655172414,0.000401492476116282,0.0200372771632346,0.0767436348743086,0.00666827831616365
146,9,0.0616438356164384,0.000396190911965287,0.0199045450077435,0.0731167419919666,0.00662426109145302
147,9,0.0612244897959184,0.000390993548606448,0.0197735568021145,0.0696381016654135,0.00658081888222299
148,9,0.0608108108108108,0.000385897676346909,0.0196442784633824,0.0663031443088684,0.00653794054483241
149,9,0.0604026845637584,0.000380900672894292,0.019516676789205,0.0631073434463344,0.0064956152202426
150,9,0.06,0.000376,0.0193907194296653,0.0600462227630121,0.00645383232504626
151,9,0.0596026490066225,0.000371193200251761,0.0192663748601485,0.0571153625342934,0.00641258154282907
152,10,0.0657894736842105,0.00040435012392477,0.0201084590141754,0.0969457530425391,-0.0437074519799106
153,10,0.065359477124183,0.000399265463230303,0.019981628142629,0.0926822182839364,0.00630733918779895
154,10,0.0649350649350649,0.000394275988811324,0.0198563840819854,0.0885767026457065,0.00626796073621235
155,10,0.0645161290322581,0.000389379342754523,0.0197326973005345,0.0846251438439441,0.00622906874384452
156,10,0.0641025641025641,0.000384573239602825,0.0196105389931747,0.0808234717553336,0.00619065429826129
157,10,0.0636942675159236,0.000379855463704035,0.0194898810592583,0.0771676172263074,0.00615270870211147
158,10,0.0632911392405063,0.000375223866671805,0.019370696081241,0.0736535203218676,0.00611522346672784
159,10,0.0628930817610063,0.00037067636495352,0.0192529573041006,0.0702771380258293,0.00607819030594505
160,10,0.0625,0.0003662109375,0.0191366386154936,0.0670344514046301,0.00604160113014056
161,10,0.062111801242236,0.00036182562353218,0.0190217145266188,0.0639214722482398,0.00600544804048011
162,10,0.0617283950617284,0.000357518520400195,0.0189081601537589,0.060934249203494,0.00596972332336295
163,10,0.0613496932515337,0.00035328778153053,0.0187959512004722,0.0580688734145175,0.00593441944505741
164,11,0.0670731707317073,0.000381550978656723,0.0195333299428623,0.0962825668911798,-0.039230722325544
165,11,0.0666666666666667,0.000377104377104377,0.0194191755001178,0.0921864585708051,0.00584408511392698
166,11,0.0662650602409639,0.000372734952001357,0.0193063448638358,0.0882366398333044,0.00581026914769919
167,11,0.0658682634730539,0.000368440930180229,0.0191948151900514,0.0844295242243823,0.0057768404413638
168,11,0.0654761904761905,0.000364220589029263,0.0190845641561253,0.0807615147627127,0.00574379241657268
169,11,0.0650887573964497,0.00036007225477536,0.0189755699459953,0.0772290113830615,0.00571111864218406
170,11,0.0647058823529412,0.000355994300834521,0.0188678112359256,0.0738284179397282,0.00567881283020039
171,11,0.064327485380117,0.000351985146226829,0.0187612671807325,0.0705561487772849,0.00564686883183751
172,11,0.063953488372093,0.000348043254053102,0.0186559174004685,0.0674086348766526,0.00561528063371911
173,11,0.0635838150289017,0.000344167130030475,0.0185517419675478,0.0643823295858891,0.00558404235419927
174,11,0.0632183908045977,0.000340355321084338,0.0184487213942955,0.061473713945287,0.00555314823979741
175,12,0.0685714285714286,0.000364967930029154,0.0191041338466091,0.0994311480549737,-0.0355261721560924
176,12,0.0681818181818182,0.00036098328324568,0.0189995600803198,0.0953559634113027,0.00547388157604881
177,12,0.0677966101694915,0.000357063445305184,0.0188961224939188,0.0914199314140024,0.00544420954820461
178,12,0.0674157303370786,0.000353207020450545,0.0187938027139412,0.0876198714311339,0.00541485587905617
179,12,0.0670391061452514,0.000349412650237414,0.0186925827599456,0.0839525846284089,0.00538581550186126
180,12,0.0666666666666667,0.000345679012345679,0.0185924450340906,0.0804148606528398,0.00535708345609518
181,12,0.0662983425414365,0.000342004819434778,0.018493372311041,0.0770034839621006,0.00532865488470774
182,12,0.0659340659340659,0.000338388818041034,0.0183953477281902,0.0737152398028185,0.00530052503145858
183,12,0.0655737704918033,0.000334829787515255,0.0182983547761883,0.0705469198422873,0.00527268923833751
184,12,0.0652173913043478,0.000331326538998931,0.0182023772897644,0.0674953274592569,0.00524514294305927
185,12,0.0648648648648649,0.000327877914437447,0.0181073994388329,0.0645572826997571,0.00521788167663699
186,12,0.0645161290322581,0.000324482785628769,0.0180134057198734,0.0617296269052106,0.0051909010610271
187,13,0.0695187165775401,0.000345913714561239,0.0185987557261565,0.0981411330594786,-0.0324952435639234
188,13,0.0691489361702128,0.000342379578706067,0.0185035017957701,0.0942279424555471,0.00512152166461612
189,13,0.0687830687830688,0.000338899249903981,0.0184092164391639,0.0904444461687763,0.00509554124656468
190,13,0.068421052631579,0.000335471643096661,0.0183158849935421,0.0867877829961579,0.00506982173468226
191,13,0.0680628272251309,0.000332095700393994,0.0182234930898002,0.0832550745073577,0.00504435924196599
192,13,0.0677083333333333,0.00032877039026331,0.0181320266452294,0.079843430747667,0.00501914995769482
193,13,0.0673575129533679,0.000325494706746657,0.0180414718564383,0.0765499556545117,0.00499419014558509
194,13,0.0670103092783505,0.000322267668705002,0.0179518151924813,0.0733717521896041,0.00496947614199604
195,13,0.0666666666666667,0.000319088319088319,0.0178630433881889,0.0703059271897919,0.00494500435418721
196,13,0.0663265306122449,0.00031595572423055,0.0177751434376927,0.0673495959399316,0.00492077125862592
197,13,0.065989847715736,0.000312868973168477,0.0176881025881375,0.0644998864728646,0.00489677339934245
198,13,0.0656565656565657,0.00030982717698359,0.0176019083335754,0.0617539436005255,0.00487300738633022
199,14,0.0703517587939698,0.000328655220244045,0.0181288504942824,0.0967058735898199,-0.0299366495223677
200,14,0.07,0.0003255,0.0180416185526687,0.0929461794990865,0.00481177456018183
201,14,0.0696517412935323,0.000322389931484135,0.0179552201736469,0.089307765862902,0.00478883747428952
202,14,0.0693069306930693,0.000319324158668195,0.0178696434958338,0.0857880384469167,0.0047661168721656
203,14,0.0689655172413793,0.000316301845679844,0.0177848768812113,0.0823843871478378,0.00474360972239122
204,14,0.0686274509803922,0.000313322176236892,0.0177009089099089,0.0790941908920839,0.00472131304946512
205,14,0.0682926829268293,0.000310384353099926,0.0176177283751319,0.0759148222996597,0.00469922393253397
206,14,0.0679611650485437,0.000307487597542662,0.0175353242782294,0.0728436521148286,0.00467733950415324
207,14,0.0676328502415459,0.000304631148839374,0.017453685823899,0.0698780534051057,0.00465565694908305
208,14,0.0673076923076923,0.000301814263768776,0.0173728024155222,0.0670154055314258,0.00463417350311429
209,14,0.0669856459330144,0.000299036216133738,0.0172926636506276,0.0642530978924986,0.00461288645193045
210,15,0.0714285714285714,0.000315840621963071,0.0177719054117185,0.0988924356847631,-0.0277135883038777
211,15,0.0710900473933649,0.000312968021587555,0.0176909022264992,0.0951620454609538,0.00455793474828648
212,15,0.0707547169811321,0.000310134372670056,0.0176106323756433,0.0915477541166053,0.00453735201450971
