n,xa,phat_a,variance_a,sigma_a,cdf_probability,relative_gain
459,37,0.0806100217864924,0.000161464152884692,0.0127068545629787,0.0927843119016502,0.00208312601782432
460,37,0.0804347826086956,0.000160793539903016,0.0126804392630152,0.0903232766210941,0.00207882287725872
461,37,0.0802603036876356,0.000160127087504564,0.0126541332182242,0.0879146037932931,0.00207453734412173
462,37,0.0800865800865801,0.000159464761421247,0.0126279357545581,0.0855576265379622,0.0020702693115596
463,37,0.0799136069114471,0.000158806527736177,0.0126018462034805,0.0832516709078855,0.00206601867356967
464,37,0.0797413793103448,0.000158152352879372,0.0125758639019104,0.0809960565627468,0.00206178532499494
465,37,0.0795698924731183,0.000157502203623515,0.0125499881921664,0.0787900974280183,0.00205756916151473
466,37,0.0793991416309013,0.00015685604707978,0.0125242184219128,0.0766331023395636,0.00205337007963616
467,37,0.0792291220556745,0.000156213850693708,0.0124985539441052,0.0745243756725502,0.0020491879766871
468,38,0.0811965811965812,0.000159409607689248,0.0126257517672909,0.0978480024653789,-0.0101770031760871
469,38,0.0810234541577825,0.000158760456362738,0.0126000181096195,0.0953095240144581,0.00203818815273025
470,38,0.0808510638297872,0.000158115253845487,0.0125743888060409,0.0928234642600187,0.00203406878907381
471,38,0.0806794055201698,0.000157473968248581,0.0125488632253516,0.0903891974171854,0.00202996591588337
472,38,0.0805084745762712,0.000156836568003545,0.0125234407414075,0.0880060895310809,0.0020258794352582
473,38,0.080338266384778,0.000156203021858491,0.0124981207330739,0.0856734991393414,0.00202180925006241
474,38,0.080168776371308,0.000155573298874336,0.0124729025841757,0.0833907779215305,0.00201775526391694
475,38,0.08,0.000154947368421053,0.012447785683448,0.0811572713354364,0.00201371738119262
476,38,0.0798319327731092,0.00015432520017399,0.0124227694244878,0.0789723192403691,0.00200969550700299
477,38,0.079664570230608,0.000153706764110232,0.0123978532057059,0.0768352565062774,0.00200568954719753
478,38,0.0794979079497908,0.000153092030505015,0.0123730364302792,0.0747454136093255,0.00200169940835361
479,39,0.081419624217119,0.000156138766199295,0.0124955498558205,0.0977979883337809,-0.00990164590815198
480,39,0.08125,0.000155517578125,0.0124706687120218,0.0952884012217856,0.00199120039419825
481,39,0.0810810810810811,0.000154900081854063,0.0124458861417764,0.0928300301731799,0.00198726875179443
482,39,0.0809128630705394,0.000154286248257817,0.012421201562563,0.09042227264626,0.00198335248549511
483,39,0.0807453416149068,0.000153676048493579,0.0123966143964221,0.0880645182101747,0.00197945150612304
484,39,0.0805785123966942,0.000153069454001302,0.0123721240699122,0.0857561491710387,0.00197556572518064
485,39,0.0804123711340206,0.000152466436500258,0.0123477300140657,0.0834965411857577,0.00197169505484469
486,39,0.0802469135802469,0.000151866967985785,0.0123234316643451,0.0812850638638659,0.00196783940795919
487,39,0.080082135523614,0.000151271020726061,0.0122992284606011,0.0791210813569455,0.00196399869802933
488,39,0.0799180327868853,0.000150678567258934,0.0122751198470293,0.0770039529355471,0.00196017283921552
489,39,0.0797546012269939,0.000150089580388787,0.012251105272129,0.0749330335531326,0.00195636174632824
490,40,0.0816326530612245,0.000152997475541654,0.0123692148312516,0.0977183240576191,-0.00964072681599089
491,40,0.0814663951120163,0.000152402487941892,0.012345140256064,0.0952372590915759,0.00194633010388944
492,40,0.0813008130081301,0.000151810956935665,0.0123211589120368,0.0928062555249979,0.00194257363867489
493,40,0.0811359026369168,0.000151222855862494,0.0122972702606104,0.0904247325621686,0.00193883153337639
494,40,0.0809716599190283,0.000150638158317785,0.0122734737673482,0.0880921017924751,0.00193510370658946
495,40,0.0808080808080808,0.00015005683814989,0.0122497689018973,0.0858077677832963,0.00193139007751663
496,40,0.0806451612903226,0.000149478869457219,0.0122261551379499,0.0835711286599593,0.00192769056596131
497,40,0.0804828973843058,0.000148904226585379,0.012202631953205,0.081381576675979,0.00192400509232253
498,40,0.0803212851405622,0.000148332884124359,0.0121791988293302,0.0792384987714857,0.00192033357759073
499,40,0.0801603206412826,0.00014776481690575,0.0121558552519249,0.0771412771190297,0.00191667594334016
500,40,0.08,0.0001472,0.0121326007104825,0.0750892896590584,0.00191303211172547
501,41,0.0818363273453094,0.00014997832908571,0.0122465639705882,0.097611103243983,-0.00939314354978303
502,41,0.0816733067729084,0.000149407923772284,0.0122232534037499,0.0951581839818521,0.00190343731468592
503,41,0.0815109343936382,0.000148840759379551,0.0122000311220731,0.092754216687596,0.00189984457572977
504,41,0.0813492063492064,0.000148276811459446,0.0121768966267865,0.0903986409427669,0.00189626526809817
505,41,0.0811881188118812,0.000147716055793404,0.0121538494228538,0.0880908889819341,0.00189269931733108
506,41,0.0810276679841897,0.00014715846838979,0.012130889018938,0.0858303862530537,0.00188914664951118
507,41,0.0808678500986193,0.000146604025481354,0.0121080149273675,0.0836165519676408,0.00188560719125871
508,41,0.0807086614173228,0.00014605270352273,0.0120852266641023,0.0814487996404606,0.00188208086972731
509,41,0.0805500982318271,0.000145504479187957,0.0120625237487002,0.0793265376191704,0.00187856761259902
510,41,0.0803921568627451,0.000144959329368041,0.0120399057042836,0.0772491696021587,0.00187506734807939
511,42,0.0821917808219178,0.000147624837548414,0.0121500961950272,0.0999518343596834,-0.00915210579301936
512,42,0.08203125,0.000147074460983276,0.0121274259834178,0.0974782604383507,0.00186584626537361
513,42,0.0818713450292398,0.000146527149887608,0.012104839936472,0.0950531054108058,0.00186239412853339
514,42,0.0817120622568093,0.000145982881592507,0.0120823375880873,0.0926758356099349,0.00185895464151753
515,42,0.0815533980582524,0.000145441633637679,0.0120599184755818,0.0903459097415042,0.00185552773559414
516,42,0.0813953488372093,0.000144903383769144,0.0120375821396634,0.0880627794243028,0.00185211334252221
517,42,0.0812379110251451,0.000144368109936974,0.012015328124399,0.0858258897211453,0.00184871139454818
518,42,0.0810810810810811,0.000143835790293058,0.0119931559771838,0.0836346796603342,0.00184532182439943
519,42,0.0809248554913295,0.000143306403188896,0.011971065248711,0.0814885827478853,0.00184194456528318
520,42,0.0807692307692308,0.000142779927173418,0.0119490554929425,0.0793870274694179,0.00183857955087992
521,42,0.0806142034548944,0.000142256340990839,0.0119271262670787,0.0773294377826432,0.00183522671533994
522,43,0.0823754789272031,0.000144807968196776,0.0120336182504173,0.0997667355538519,-0.00892855336263933
523,43,0.0822179732313576,0.000144279499252553,0.0120116401566378,0.0973215853582733,0.00182639114206056
524,43,0.0820610687022901,0.000143753911652153,0.0119897419343434,0.0949238099477724,0.00182308344312705
525,43,0.0819047619047619,0.000143231184537307,0.0119679231505432,0.0925728933499247,0.00181978760841806
526,43,0.0817490494296578,0.000142711297237652,0.0119461833753569,0.090268312245124,0.00181650357483502
527,43,0.0815939278937381,0.000142194229268709,0.0119245221819874,0.0880095364790327,0.0018132312797208
528,43,0.0814393939393939,0.000141679960329883,0.0119029391466933,0.0857960295661533,0.00180997066085514
529,43,0.0812854442344045,0.000141168470302495,0.0118814338487615,0.0836272491847287,0.00180672165645226
530,43,0.0811320754716981,0.000140659739247835,0.0118600058704806,0.0815026476628626,0.00180348420515591
531,43,0.0809792843691149,0.000140153747405237,0.0118386547971143,0.079421672455697,0.00180025824603554
532,43,0.0808270676691729,0.00013965047519018,0.0118173802168746,0.0773837666123515,0.00179704371858435
533,44,0.0825515947467167,0.000142095363886474,0.0119203759960193,0.0995598874707189,-0.00871561862735121
534,44,0.0823970037453183,0.000141587523444031,0.0118990555694152,0.0971427356471238,0.00178856997558289
535,44,0.0822429906542056,0.0001410823946588,0.0118778110213456,0.094771953674751,0.00178539783646062
536,44,0.082089552238806,0.000140579958306042,0.0118566419489686,0.0924470422294545,0.00178223683968356
537,44,0.0819366852886406,0.000140080195330635,0.0118355479522764,0.0901674949098712,0.00177908692722191
538,44,0.0817843866171004,0.000139583086845288,0.0118145286340712,0.0879327987241093,0.00177594804144176
539,44,0.0816326530612245,0.000139088614128776,0.0117935835999401,0.0857424345680308,0.00177282012510398
540,44,0.0814814814814815,0.000138596758624193,0.0117727124582313,0.0835958776949671,0.00176970312136017
541,44,0.0813308687615527,0.000138107501937234,0.0117519148200297,0.0814925981783028,0.00176659697374922
542,44,0.0811808118081181,0.000137620825834489,0.0117311902991337,0.0794320613641426,0.00176350162619396
543,44,0.0810313075506446,0.000137136712241763,0.0117105385120311,0.0774137283158852,0.00176041702299833
544,45,0.0827205882352941,0.000139481420068568,0.0118102252336087,0.0993328252189175,-0.00851256511177679
545,45,0.0825688073394495,0.000138993026410992,0.0117895303727923,0.0969432483221437,0.00175228333135852
546,45,0.0824175824175824,0.0001385071877766,0.0117689076713432,0.0945990733863331,0.00174923858686661
547,45,0.0822669104204753,0.000138023886417449,0.0117483567539231,0.0922998167727428,0.00174620432023116
548,45,0.0821167883211679,0.000137543104739023,0.0117278772477811,0.090044988025776,0.0017431804779905
549,45,0.0819672131147541,0.000137064825298642,0.0117074687827319,0.087834090336017,0.00174016700704249
550,45,0.0818181818181818,0.000136589030803907,0.0116871309911332,0.0856666209937956,0.00173716385463927
551,45,0.0816696914700544,0.000136115704111144,0.0116668635078647,0.083542071836499,0.0017341709683869
552,45,0.0815217391304348,0.000135644828223884,0.011646665970306,0.0814599296881409,0.00173118829624073
553,45,0.081374321880651,0.000135176386291348,0.011626538018316,0.079419676790043,0.00172821578650293
554,45,0.0812274368231047,0.000134710361606955,0.0116064792942113,0.0774207912243162,0.00172525338782069
555,46,0.0828828828828829,0.000136960920014244,0.0117030303773956,0.099086972595106,-0.00831872273553655
556,46,0.0827338129496403,0.000136490879756213,0.0116829311286258,0.0967245500684154,0.0017174396820025
557,46,0.0825852782764812,0.000136023249710013,0.0116629005701846,0.0944065966716376,0.00171451480973264
558,46,0.0824372759856631,0.00013555801346546,0.0116429383518706,0.0921326435644482,0.00171159980262882
559,46,0.0822898032200358,0.00013509515475142,0.0116230441258484,0.0899022153408812,0.00170869461135722
560,46,0.0821428571428571,0.000134634657434402,0.0116032175466291,0.0877148304690424,0.00170579918690969
561,46,0.0819964349376114,0.000134176505517172,0.0115834582710507,0.0855700017230703,0.00170291348059902
562,46,0.0818505338078292,0.000133720683137371,0.0115637659582582,0.0834672366088335,0.00170003744405721
563,46,0.0817051509769094,0.000133267174566163,0.011544140269685,0.0814060377818093,0.00169717102923302
564,46,0.0815602836879433,0.000132815964206889,0.0115245808690333,0.0793859034574306,0.00169431418838876
565,46,0.0814159292035398,0.000132367036593742,0.0115050874222555,0.0774063278145545,0.00169146687409851
566,47,0.0830388692579505,0.000134529002562388,0.0115986638265961,0.0988236515258248,-0.0081334805122423
567,47,0.0828924162257496,0.00013407630257144,0.0115791322028656,0.0964879665121705,0.00168395463670744
568,47,0.0827464788732394,0.00013362587871007,0.0115596660293484,0.0941958510074919,0.00168114269500058
569,47,0.0826010544815466,0.00013317771578222,0.0115402649788564,0.091946850151485,0.00167834005261737
570,47,0.0824561403508772,0.000132731798718094,0.0115209287263699,0.0897405027599304,0.00167554666396237
571,47,0.0823117338003503,0.000132288112572908,0.0115016569490186,0.0875763417429773,0.0016727624837339
572,47,0.0821678321678322,0.000131846642525649,0.0114824493260649,0.0854538945166068,0.00166998746692111
573,47,0.0820244328097731,0.00013140737387785,0.0114633055388858,0.0833726834078181,0.00166722156880371
574,47,0.0818815331010453,0.000130970292052383,0.0114442252709558,0.0813322260526833,0.00166446474494751
575,47,0.0817391304347826,0.000130535382592258,0.0114252082078296,0.0793320357876701,0.00166171695120341
576,47,0.0815972222222222,0.000130102631159444,0.0114062540371256,0.0773716220335997,0.00165897814370398
577,48,0.0831889081455806,0.000132181132941294,0.0114970053901568,0.0985440905776384,-0.00795628018943147
578,48,0.0830449826989619,0.000131744833127147,0.0114780152085257,0.0962347305870884,0.00165175025901533
579,48,0.0829015544041451,0.000131310685114891,0.0114590874468646,0.0939680719700064,0.00164904483198467
580,48,0.0827586206896552,0.000130878674812415,0.0114402217990918,0.0917436730897317,0.00164634818089173
581,48,0.0826161790017212,0.000130448788242473,0.0114214179611147,0.0895610862186418,0.00164366026352969
582,48,0.0824742268041237,0.000130021011541556,0.0114026756308139,0.0874198579353928,0.00164098103796148
583,48,0.0823327615780446,0.000129595330958795,0.0113839945080273,0.0853195295183224,0.00163831046251154
584,48,0.0821917808219178,0.000129171732854862,0.0113653742945344,0.0832596373306276,0.00163564849576977
585,48,0.0820512820512821,0.000128750203700894,0.0113468146940405,0.0812397132001713,0.00163299509658546
586,48,0.0819112627986348,0.000128330730077419,0.0113283154121617,0.0792592847930836,0.00163035022406596
587,48,0.0817717206132879,0.000127913298673305,0.0113098761564089,0.0773178759790161,0.00162771383757693
588,49,0.0833333333333333,0.000129913076341648,0.011397941759004,0.0982494326411081,-0.00778661069115865
589,49,0.0831918505942275,0.000129492303207021,0.0113794684940475,0.0959659900960584,0.00162075446138188
590,49,0.0830508474576271,0.000129073566430842,0.0113610548115412,0.0937244106645236,0.00161814961006501
591,49,0.0829103214890017,0.000128656852926552,0.0113427004247909,0.0915242652334597,0.00161555304984604
592,49,0.0827702702702703,0.000128242149712258,0.0113244050489312,0.0893651188224537,0.00161296474160083
593,49,0.0826306913996627,0.000127829443909741,0.0113061684009102,0.087246530962863,0.00161038464644684
594,49,0.0824915824915825,0.000127418722743463,0.0112879901994759,0.085168056071856,0.00160781272574345
595,49,0.0823529411764706,0.000127009973539589,0.0112698701651611,0.0831292438209702,0.00160524894108838
596,49,0.0822147651006711,0.000126603183725021,0.0112518080202704,0.0811296394980314,0.00160269325431702
597,49,0.0820770519262982,0.000126198340826442,0.0112338034888653,0.0791687843629664,0.00160014562749946
598,49,0.0819397993311037,0.000125795432469368,0.011215856296751,0.0772462159980209,0.00159760602294001
599,50,0.0834724540901502,0.000127720873953786,0.0113013660215828,0.0979407418790277,-0.00762400324767138
600,50,0.0833333333333333,0.000127314814814815,0.0112833866731055,0.0956828145560982,0.00159090046663101
601,50,0.0831946755407654,0.000126910684696227,0.0112654642468132,0.093465940457237,0.00158839068548607
602,50,0.0830564784053156,0.000126508471428942,0.0112475984738495,0.0912897023446517,0.00158588874566317
603,50,0.0829187396351575,0.000126108162939427,0.0112297890870411,0.0891536773275224,0.00158339461084346
604,50,0.0827814569536424,0.000125709747248799,0.0112120358208846,0.0870574372248873,0.00158090824492751
605,50,0.0826446280991736,0.000125313212471939,0.0111943384115337,0.0850005489219844,0.00157842961203613
606,50,0.0825082508250825,0.000124918546816614,0.0111766965967863,0.0829825747221482,0.00157595867650889
607,50,0.0823723228995058,0.000124525738582612,0.0111591101160716,0.08100307269225,0.00157349540289977
608,50,0.0822368421052632,0.000124134776160884,0.0111415787104379,0.0790615970029843,0.0015710397559784
609,51,0.083743842364532,0.00012599476392538,0.0112247389245978,0.099892489104258,-0.00746395249013767
610,51,0.0836065573770492,0.00012560082121411,0.0112071772188232,0.097619010020126,0.0015645536072149
611,51,0.0834697217675941,0.000125208719010858,0.011189670192229,0.0953862014025701,0.00156212632783352
612,51,0.0833333333333333,0.000124818445896877,0.0111722175908312,0.0931936630832428,0.00155970650591396
613,51,0.0831973898858075,0.000124429990541593,0.0111548191622093,0.0910409890970812,0.00155729410749143
614,51,0.0830618892508143,0.000124043341701791,0.0111374746554949,0.0889277680326749,0.00155488909880428
615,51,0.0829268292682927,0.000123658488220813,0.0111201838213589,0.0868535833786722,0.00155249144629211
616,51,0.0827922077922078,0.000123275419027759,0.0111029464120007,0.0848180138646264,0.00155010111659634
617,51,0.0826580226904376,0.000122894123136701,0.0110857621811358,0.0828206337962081,0.00154771807655507
618,51,0.0825242718446602,0.000122514589645904,0.0110686308839849,0.0808610133864158,0.00154534229320565
619,51,0.0823909531502423,0.000122136807737055,0.011051552277262,0.0789387190796286,0.00154297373378059
620,52,0.0838709677419355,0.000123930045987043,0.0111323872546298,0.099533145200981,-0.00731435506431771
621,52,0.0837359098228663,0.000123549448033822,0.0111152799350183,0.0972851620679736,0.00153671617956827
622,52,0.0836012861736334,0.000123170596661974,0.0110982249329329,0.0950770816233018,0.0015343744993505
623,52,0.0834670947030498,0.00012279348122774,0.0110812220096765,0.0929085141971505,0.0015320398855783
624,52,0.0833333333333333,0.000122418091168091,0.0110642709279957,0.0907790645371283,0.00152971230664128
625,52,0.0832,0.000122044416,0.0110473714520695,0.0886883321436948,0.00152739173111374
626,52,0.0830670926517572,0.000121672445319715,0.0110305233474987,0.0866359116003885,0.00152507812775573
627,52,0.0829346092503987,0.000121302168802045,0.0110137263812955,0.084621392899861,0.00152277146550964
628,52,0.0828025477707006,0.000120933576199652,0.0109969803218725,0.0826443617647506,0.00152047171350018
629,52,0.082670906200318,0.000120566657342347,0.0109802849390326,0.0807043999633432,0.00151817884103225
630,52,0.0825396825396825,0.000120201402136398,0.0109636400039585,0.078801085620602,0.00151589281758978
631,53,0.0839936608557845,0.000121931419638396,0.0110422560936792,0.0991629579286181,-0.00717061940125551
632,53,0.0838607594936709,0.000121563500808252,0.011025583921419,0.0969400614880257,0.00150985198303849
633,53,0.0837282780410742,0.000121197240912087,0.011008961845337,0.094756324881161,0.00150759145278863
634,53,0.083596214511041,0.000120832630016506,0.0109923896408609,0.0926113684244169,0.00150533762483143
635,53,0.0834645669291339,0.000120469658262151,0.0109758670847524,0.0905048070573791,0.00150309046970965
636,53,0.0833333333333333,0.000120108315863033,0.0109593939550977,0.088436250663479,0.00150084995813673
637,53,0.0832025117739403,0.000119748593105883,0.0109429700312979,0.0864053043858349,0.00149861606099366
638,53,0.0830721003134796,0.000119390480349509,0.0109265950940588,0.0844115689388669,0.00149638874933129
639,53,0.0829420970266041,0.000119033968024153,0.0109102689253818,0.0824546409157069,0.00149416799436522
640,53,0.0828125,0.000118679046630859,0.0108939913085544,0.0805341130893889,0.001491953767477
641,53,0.0826833073322933,0.000118325706740853,0.0108777620281404,0.0786495747114254,0.0014897460402125
642,54,0.0841121495327103,0.000119995787902955,0.0109542588933691,0.0987827263834315,-0.00703240841551528
643,54,0.0839813374805599,0.000119639926027272,0.0109380037496461,0.0965845149253986,0.00148391085888884
644,54,0.0838509316770186,0.000119285641201731,0.0109217966105275,0.0944247441770399,0.00148172733247642
645,54,0.0837209302325581,0.000118932924145044,0.0109056372645088,0.0923030439638982,0.00147955016879902
646,54,0.0835913312693498,0.000118581765643913,0.0108895255013207,0.0902190389322542,0.00147737934037315
647,54,0.0834621329211747,0.000118232156552431,0.0108734611119197,0.0881723488554525,0.0014752148198706
648,54,0.0833333333333333,0.000117884087791495,0.0108574438884802,0.0861625889369427,0.00147305658011914
649,54,0.0832049306625578,0.000117537550348223,0.0108414736243844,0.0841893701078598,0.00147090459409944
650,54,0.0830769230769231,0.000117192535275376,0.0108255501142148,0.082252299321184,0.00146875883494554
651,54,0.0829493087557604,0.000116849033690786,0.0108096731537446,0.0803509798409936,0.00146661927594285
652,54,0.0828220858895705,0.000116507036776796,0.0107938425399297,0.0784850115270461,0.00146448589052741
653,55,0.0842266462480858,0.000118120242434741,0.0108683136886428,0.0983931971025136,-0.00689941032932468
654,55,0.0840978593272171,0.000117775855326906,0.0108524584922913,0.0962192765036424,0.00145884603680885
655,55,0.083969465648855,0.000117432968683207,0.0108366493291611,0.094083100102213,0.00145673564579728
656,55,0.0838414634146342,0.000117091573821839,0.0108208859998541,0.0919843067879103,0.00145463130051745
657,55,0.0837138508371385,0.000116751662123525,0.0108051683061174,0.0899225304603636,0.00145253297529601
658,55,0.0835866261398176,0.000116413225030973,0.0107894960508345,0.0878974003234127,0.00145044064460323
659,55,0.0834597875569044,0.000116076254048347,0.0107738690380173,0.0859085411740273,0.00144835428305206
660,55,0.0833333333333333,0.000115740740740741,0.0107582870727984,0.083955573688082,0.00144627386539658
661,55,0.0832072617246596,0.000115406676733651,0.0107427499614229,0.0820381147018821,0.00144419936653094
662,55,0.0830815709969789,0.000115074053712466,0.0107272575112405,0.0801557774891704,0.00144213076148894
663,55,0.0829562594268477,0.000114742863421951,0.0107118095306979,0.0783081720339384,0.00144006802544258
664,56,0.0843373493975904,0.000116302049539426,0.0107843427958975,0.0979950680185622,-0.00677133634534207
665,56,0.0842105263157895,0.00011596859183971,0.0107688714283211,0.0958450517465655,0.00143461385354988
666,56,0.0840840840840841,0.000115636562894632,0.0107534442340411,0.0937321047206236,0.00143257298433403
667,56,0.0839580209895052,0.000115305954574259,0.0107380610248899,0.0916558744789806,0.00143053786455757
668,56,0.0838323353293413,0.000114976758806243,0.0107227216137622,0.089616003752395,0.00142850847021194
669,56,0.0837070254110613,0.000114648967575326,0.0107074258146076,0.0876121307444337,0.00142648477741974
670,56,0.0835820895522388,0.000114322572922866,0.0106921734424235,0.0856438894098232,0.00142446676243577
671,56,0.0834575260804769,0.000113997566946354,0.0106769643132472,0.0837109097277927,0.00142245440164347
672,56,0.0833333333333333,0.000113673941798942,0.0106617982441491,0.0818128179717963,0.00142044767155568
673,56,0.0832095096582467,0.000113351689688976,0.0106466750532256,0.079949236974879,0.00141844654881395
674,57,0.0845697329376855,0.000114863046303463,0.010717417893479,0.0997522371466351,-0.00664459466450451
675,57,0.0844444444444444,0.000114538637402835,0.0107022725345057,0.0975889920712026,0.00141315372077438
676,57,0.0843195266272189,0.000114215597716835,0.0106871697711244,0.0954625011595562,0.00141117349914186
677,57,0.0841949778434269,0.000113893919570712,0.0106721094246035,0.0933724251165949,0.00140919877230389
678,57,0.084070796460177,0.000113573595343257,0.0106570913172055,0.0913184197408079,0.00140722951766107
679,57,0.0839469808541973,0.000113254617466366,0.01064211527218,0.0893001361976741,0.00140526571273642
680,57,0.0838235294117647,0.000112936978424588,0.0106271811137567,0.0873172212889014,0.0014033073351741
681,57,0.0837004405286344,0.000112620670754694,0.0106122886671394,0.0853693177188706,0.00140135436273872
682,57,0.0835777126099707,0.000112305687045243,0.0105974377584982,0.0834560643565786,0.00139940677331474
683,57,0.0834553440702782,0.000111992019936149,0.0105826282149638,0.0815770964944741,0.00139746454490562
684,57,0.0833333333333333,0.000111679662118259,0.0105678598646206,0.0797320461034288,0.00139552765563274
685,58,0.0846715328467153,0.000113141991784092,0.0106368224477093,0.0993150292196142,-0.0065256905345199
686,58,0.0845481049562682,0.000112827584408997,0.0106220329696813,0.0971755805059358,0.0013904037696074
687,58,0.0844250363901019,0.000112514482708343,0.0106072844172457,0.0950722435062194,0.00138848678757976
688,58,0.0843023255813953,0.000112202679481052,0.0105925766214388,0.0930046866431782,0.00138657503922233
689,58,0.0841799709724238,0.00011189216757548,0.0105779094142217,0.0909725736119382,0.00138466850335801
690,58,0.0840579710144927,0.000111582939889014,0.0105632826284737,0.0889755636425759,0.0013827671589204
691,58,0.0839363241678727,0.000111274989367668,0.0105486960979861,0.0870133117581875,0.00138087098495561
692,58,0.0838150289017341,0.000110968309005687,0.0105341496574563,0.0850854690300666,0.00137897996062088
693,58,0.0836940836940837,0.000110662891845154,0.0105196431424813,0.083191682829586,0.00137709406518379
694,58,0.0835734870317003,0.000110358730975594,0.0105051763895517,0.0813315970764095,0.00137521327802165
695,58,0.0834532374100719,0.000110055819533597,0.0104907492360459,0.0795048524830756,0.00137333757862097
696,59,0.0847701149425287,0.000111471469188447,0.0105580049814559,0.0988714413503547,-0.00641095730121029
697,59,0.084648493543759,0.000111166608442656,0.010543557674839,0.0967554058947835,0.00136837467327173
698,59,0.0845272206303725,0.000110862993700397,0.0105291497140271,0.0946748588082747,0.00136651794927604
699,59,0.0844062947067239,0.000110560618198291,0.010514780939149,0.0926294758977389,0.00136466621411367
700,59,0.0842857142857143,0.000110259475218659,0.0105004511911945,0.090618928415007,0.00136281944791733
701,59,0.0841654778887304,0.000109959558089147,0.0104861603120087,0.0886428833070951,0.00136097763092317
702,59,0.084045584045584,0.000109660860182366,0.0104719081442861,0.0867010034651332,0.00135914074347102
703,59,0.0839260312944523,0.000109363374915526,0.0104576945315651,0.0847929479686609,0.00135730876600343
704,59,0.0838068181818182,0.000109067095750082,0.0104435193182223,0.082918372328114,0.00135548167906484
705,59,0.0836879432624113,0.000108772016191374,0.010429382349467,0.0810769287220603,0.0013536594633007
706,59,0.0835694050991501,0.000108478129788278,0.0104152834713357,0.0792682662328219,0.0013518420994571
707,60,0.0848656294200849,0.000109849298957875,0.0104809016290525,0.0984220019935427,-0.00630017972121521
708,60,0.0847457627118644,0.000109553557082272,0.0104667835117706,0.0963290049019925,0.00134703270592509
709,60,0.0846262341325811,0.000109259005118644,0.0104527032445509,0.0942708910952015,0.00134523344290778
710,60,0.0845070422535211,0.000108965636708567,0.0104386606759951,0.0922473434525088,0.00134343893892197
711,60,0.0843881856540084,0.000108673445535911,0.0104246556555078,0.0902580404622592,0.00134164917531117
712,60,0.0842696629213483,0.000108382425326504,0.0104106880332908,0.0883026564630305,0.001339864133515
713,60,0.0841514726507714,0.000108092569847795,0.0103967576603379,0.0863808618822336,0.00133808379506885
714,60,0.0840336134453782,0.000107803872908531,0.0103828643884301,0.0844923234710419,0.00133630814160224
715,60,0.0839160839160839,0.000107516328358423,0.0103690080701301,0.082636704536791,0.00133453715484014
716,60,0.0837988826815642,0.000107229930087829,0.0103551885587771,0.0808136651715542,0.00133277081660006
717,60,0.0836820083682008,0.000106944672027427,0.0103414057084821,0.0790228624780044,0.0013310091087935
718,61,0.084958217270195,0.000108273424217918,0.0104054516585258,0.0979672063816952,-0.00619315708609832
719,61,0.0848400556328234,0.000107986398599503,0.0103916504271219,0.095896880822721,0.00132634621320047
720,61,0.0847222222222222,0.000107700510116598,0.0103778856284215,0.0938608509302512,0.00132460178456985
721,61,0.0846047156726768,0.000107415752785884,0.0103641571189308,0.0918588063621665,0.00132286189906841
722,61,0.0844875346260388,0.000107132120663231,0.010350464755905,0.0898904325436986,0.00132112653915894
723,61,0.0843706777316736,0.000106849607843391,0.0103368083973435,0.0879554108988726,0.00131939568739497
724,61,0.0842541436464088,0.000106568208459695,0.0103231879019853,0.0860534190796771,0.00131766932641682
725,61,0.0841379310344828,0.000106287916683751,0.0103096031293038,0.0841841311922501,0.00131594743895374
726,61,0.0840220385674931,0.000106008726725146,0.0102960539395025,0.0823472180197012,0.00131423000782233
727,61,0.0839064649243466,0.00010573063283115,0.0102825401935101,0.0805423472423723,0.00131251701592489
728,62,0.0851648351648352,0.000107021684088162,0.0103451285196541,0.0995895561071406,-0.00608685450931533
729,62,0.0850480109739369,0.000106741902336508,0.0103315972790517,0.0975075188618665,0.00130798187540954
730,62,0.0849315068493151,0.00010646321368989,0.0103181012637932,0.0954595059134164,0.00130628545557536
731,62,0.0848153214774282,0.000106185612476209,0.0103046403370622,0.093445217729038,0.00130459339241277
732,62,0.0846994535519126,0.00010590909306,0.0102912143627465,0.0914643504697213,0.00130290566934027
733,62,0.0845839017735334,0.000105633649842154,0.0102778232054338,0.0895165962152742,0.00130122226985888
734,62,0.0844686648501362,0.000105359277259634,0.0102644667304071,0.0876016431876068,0.00129954317755175
735,62,0.0843537414965986,0.000105085969785202,0.0102511448036403,0.0857191759701666,0.00129786837608475
736,62,0.0842391304347826,0.000104813721927139,0.010237857291794,0.0838688757259694,0.00129619784920471
737,62,0.0841248303934871,0.000104542528228974,0.0102246040622106,0.0820504204118474,0.00129453158073895
738,62,0.0840108401084011,0.000104272383269216,0.0102113849829108,0.0802634849897105,0.00129286955459599
739,63,0.0852503382949932,0.000105524652389151,0.0102725192815176,0.0991028898680626,-0.0059868762865266
740,63,0.0851351351351351,0.000105252897163051,0.0102592834624573,0.0970433750447671,0.00128846865092545
741,63,0.0850202429149798,0.000104982187867284,0.0102460815860154,0.0950173235348097,0.00128682246574307
742,63,0.0849056603773585,0.000104712519155314,0.0102329135223217,0.0930244418946407,0.00128518044514637
743,63,0.0847913862718708,0.000104443885714623,0.0102197791421646,0.0910644325289794,0.0012835425735208
744,63,0.0846774193548387,0.000104176282266456,0.0102066783169872,0.0891369939071898,0.00128190883532959
