n,xr,phat_r,variance_r,sigma_r,tail_probability,relative_gain
587,72,0.122657580919932,0.000183326573701537,0.0135398143894788,0.0421240603853832,0.00158447117035342
588,72,0.122448979591837,0.000182746984674753,0.0135183943083028,0.0434298354778463,0.00158200700244937
589,72,0.122241086587436,0.000182170124511646,0.0134970413243661,0.0447664238316177,0.0015795503112071
590,72,0.122033898305085,0.000181595976219575,0.0134757551261358,0.0461342336508659,0.00157710106376238
591,72,0.121827411167513,0.000181024522936945,0.0134545354039798,0.0475336691306028,0.00157465922743354
592,72,0.121621621621622,0.000180455747932008,0.0134333818501526,0.0489651301531101,0.00157222476972033
593,73,0.123102866779089,0.000182038028616963,0.0134921469239318,0.0383723185867518,-0.00437455544961011
594,73,0.122895622895623,0.000181468499610639,0.013471024445477,0.0395779879262537,0.00156553872218436
595,73,0.122689075630252,0.000180901624119742,0.0134499674393562,0.0408127596291331,0.00156313324246773
596,73,0.12248322147651,0.000180337385794037,0.0134289756047897,0.0420770430839962,0.00156073497286334
597,73,0.122278056951424,0.000179775768408054,0.0134080486428135,0.0433712446969143,0.00155834388206943
598,73,0.122073578595318,0.000179216755859951,0.0133871862562658,0.0446957676048031,0.00155595993895515
599,73,0.121869782971619,0.0001786603321704,0.0133663881497733,0.0460510113862326,0.00155358311256132
600,73,0.121666666666667,0.000178106481481481,0.0133456540297387,0.0474373717705993,0.00155121337209802
601,73,0.121464226289517,0.000177555188055585,0.013324983604327,0.0488552403455285,0.00154885068694405
602,74,0.122923588039867,0.000179091992596798,0.0133825256434201,0.0383494168911082,-0.00431835721541951
603,74,0.122719734660033,0.00017853996912936,0.0133618849392352,0.0395449756282588,0.0015423623862135
604,74,0.122516556291391,0.000177990479678625,0.0133413072702275,0.0407691826597017,0.00154002740640952
605,74,0.122314049586777,0.000177443508860265,0.0133207923510677,0.0420224386714802,0.00153769932317725
606,74,0.122112211221122,0.000176899041405627,0.0133003398981239,0.0433051414881439,0.00153537810700708
607,74,0.121911037891269,0.000176357062160696,0.0132799496294487,0.0446176857961587,0.00153306372854976
608,74,0.121710526315789,0.000175817556085071,0.0132596212647674,0.04596046286636,0.00153075615861524
609,74,0.121510673234811,0.000175280508250959,0.0132393545254653,0.0473338602734811,0.00152845536816983
610,74,0.121311475409836,0.000174745903842172,0.0132191491345764,0.048738261614607,0.0015261613283387
611,75,0.122749590834697,0.000176239163313603,0.0132755099078568,0.0383191219352037,-0.00426357042398152
612,75,0.122549019607843,0.000175703851962418,0.0132553329630914,0.0395046143642707,0.00151986212999803
613,75,0.122349102773246,0.000175170962192215,0.0132352167414144,0.0407183118176821,0.00151759459630693
614,75,0.12214983713355,0.000174640479514328,0.0132151609719416,0.0419606065950917,0.00151533366356004
615,75,0.121951219512195,0.000174112389547453,0.0131951653853771,0.0432318882507164,0.00151307930391385
616,75,0.121753246753247,0.000173586678016704,0.0131752297140014,0.0445325433271777,0.00151083148967563
617,75,0.121555915721232,0.000173063330752682,0.0131553536916604,0.0458629550880299,0.00150859019329876
618,75,0.121359223300971,0.000172542333690544,0.013135537053754,0.0472235032479485,0.00150635538738423
619,75,0.121163166397415,0.000172023672869091,0.013115779537225,0.0486145637011192,0.00150412704467862
620,76,0.12258064516129,0.000173475210634084,0.0131709988472433,0.0382817666549866,-0.00421014319900124
621,76,0.122383252818035,0.000172955865133192,0.0131512685750536,0.039457240814328,0.00149800880089175
622,76,0.122186495176849,0.000172438835326763,0.0131315968308033,0.040660487165401,0.00149580583333246
623,76,0.12199036918138,0.000171924107557578,0.0131119833571271,0.0418918899209952,0.00149360918774209
624,76,0.121794871794872,0.000171411668268177,0.013092427898147,0.0431518306601887,0.00149141883782867
625,76,0.1216,0.000170901504,0.0130729301994618,0.0444406880720768,0.00148923475743901
626,76,0.121405750798722,0.000170393601392525,0.0130534900081367,0.0457588376978517,0.00148705692055762
627,76,0.121212121212121,0.000169887947182423,0.0130341070726929,0.0471066516709662,0.00148488530130491
628,76,0.121019108280255,0.000169384528202718,0.0130147811430972,0.0484844984554041,0.00148271987393848
629,76,0.120826709062003,0.000168883331381954,0.0129955119707518,0.0498927425829948,0.00148056061285057
630,77,0.122222222222222,0.0001702919851068,0.01304959712431,0.0394031767851123,-0.0041618332298023
631,77,0.12202852614897,0.000169790118787449,0.0130303537475944,0.0405960335455628,0.00147463377851783
632,77,0.121835443037975,0.000169290455471068,0.0130111665684161,0.0418166161657783,0.00147249871722868
633,77,0.121642969984202,0.000168792982365916,0.0129920353434678,0.0430652985298072,0.00147036968958227
634,77,0.121451104100946,0.000168297686772251,0.012972959830827,0.0443424517484554,0.00146824667086059
635,77,0.121259842519685,0.000167804556081553,0.0129539397899463,0.0456484439107522,0.00146612963647359
636,77,0.121069182389937,0.000167313577775738,0.0129349749816433,0.0469836398333614,0.00146401856195868
637,77,0.120879120879121,0.000166824739426392,0.0129160651680917,0.0483484008085532,0.00146191342297983
638,77,0.120689655172414,0.000166338028694009,0.0128972101128116,0.0497430843505659,0.00145981419532737
639,78,0.122065727699531,0.00016770842851442,0.0129502288981477,0.0393427299371431,-0.00411087241910486
640,78,0.121875,0.000167221069335937,0.0129313985839095,0.04052526133751,0.00145405261839658
641,78,0.121684867394696,0.000166735819722045,0.0129126224959164,0.041735098081065,0.00145197658794086
642,78,0.121495327102804,0.000166252667593437,0.0128939004026492,0.0429726066224851,0.00144990634343257
643,78,0.121306376360809,0.000165771600956483,0.0128752320738883,0.0442381507556553,0.00144784186149088
644,78,0.12111801242236,0.000165292607902511,0.0128566172807046,0.0455320913737641,0.00144578311885532
645,78,0.12093023255814,0.000164815676607091,0.0128380557954502,0.0468547862278581,0.00144373009238369
646,78,0.120743034055728,0.000164340795329327,0.0128195473917501,0.0482065896834997,0.00144168275905292
647,78,0.120556414219474,0.000163867952411155,0.0128010918444934,0.04958785247624,0.00143964109595659
648,79,0.121913580246914,0.000165201634565267,0.0128530787971313,0.0392761944731602,-0.00406113425866288
649,79,0.121725731895223,0.000164728163466557,0.0128346469942323,0.0404484671724575,0.00143403796008031
650,79,0.121538461538462,0.000164256713700501,0.0128162675417026,0.0416476343942877,0.00143201854620188
651,79,0.121351766513057,0.000163787273851332,0.0127979402190873,0.0428740554166192,0.00143000468394595
652,79,0.121165644171779,0.000163319832583155,0.0127796648071518,0.0441280869645668,0.00142799635118045
653,79,0.120980091883614,0.000162854378639275,0.0127614410878738,0.045410082979097,0.00142599352588512
654,79,0.120795107033639,0.000162390900841546,0.0127432688444349,0.0467203943838319,0.0014239961861512
655,79,0.120610687022901,0.000161929388089717,0.0127251478612123,0.0480593688505635,0.00142200431018043
656,79,0.120426829268293,0.00016146982936079,0.0127070779237711,0.0494273505631413,0.00142001787628396
657,80,0.121765601217656,0.000162768248976802,0.0127580660359163,0.0392038517898176,-0.00401257570396133
658,80,0.121580547112462,0.000162308081574919,0.0127400189001005,0.0403659346088642,0.00141456673487964
659,80,0.121396054628225,0.000161849852122801,0.0127220223283408,0.0415545105077162,0.00141260165317549
660,80,0.121212121212121,0.000161393549823302,0.0127040761105758,0.04276993182776,0.0014106419012494
661,80,0.121028744326778,0.000160939163953799,0.0126861800378916,0.0440125484612779,0.00140868745813665
662,80,0.120845921450151,0.000160486683865582,0.0126683339025138,0.0452827076284879,0.00140673830297553
663,80,0.120663650075415,0.000160036098983247,0.0126505374978001,0.0465807536521592,0.00140479441500933
664,80,0.120481927710843,0.0001595873988041,0.0126327906182324,0.0479070277314609,0.00140285577358417
665,80,0.120300751879699,0.000159140572897561,0.0126150930594095,0.0492618677140767,0.00140092235814926
666,81,0.121621621621622,0.000160405109272896,0.0126651138673482,0.0391259710944167,-0.00396515568320912
667,81,0.12143928035982,0.000159957693471528,0.0126474382177391,0.0402779347716149,0.00139561710966297
668,81,0.12125748502994,0.000159512136757716,0.0126298114300141,0.0414559991591589,0.00139370419697017
669,81,0.121076233183857,0.000159068428911607,0.0126122333038842,0.042660509890012,0.0013917964038732
670,81,0.12089552238806,0.000158626559782952,0.0125947036401399,0.0438918102483856,0.00138989371049675
671,81,0.120715350223547,0.000158186519290541,0.0125772222406437,0.0451502409535658,0.00138799609706408
672,81,0.120535714285714,0.000157748297421647,0.0125597889083235,0.0464361399432423,0.00138610354389488
673,81,0.12035661218425,0.000157311884231471,0.0125424034471656,0.0477498421542546,0.00138421603140652
674,81,0.120178041543027,0.000156877269842595,0.0125250656622069,0.0490916793030314,0.00138233354011148
675,82,0.121481481481481,0.000158109231316364,0.0125741493277424,0.0390428099888101,-0.00391883498731305
676,82,0.121301775147929,0.000157674045109305,0.0125568326065654,0.0401847269563195,0.00137716840524062
677,82,0.121122599704579,0.000157240643346209,0.0125395631242164,0.0413523610454759,0.00137530561170128
678,82,0.12094395280236,0.000156809016346461,0.012522340689602,0.0425460513986957,0.00137344773848014
679,82,0.120765832106038,0.000156379154494513,0.012505165112645,0.0437661349054683,0.00137159476672254
680,82,0.120588235294118,0.000155951048239365,0.0124880362042783,0.0450129459940468,0.0013697466776657
681,82,0.120411160058737,0.000155524688094047,0.0124709537764378,0.0462868164217947,0.00136790345263843
682,82,0.120234604105572,0.000155100064635115,0.012453917642056,0.0475880750637408,0.00136606507305909
683,82,0.120058565153734,0.000154677168502138,0.0124369276150558,0.0489170477000167,0.00136423152043757
684,83,0.121345029239766,0.000155877796956968,0.0124851030014561,0.0389546150227178,-0.00387357616699265
685,83,0.121167883211679,0.000155454346408292,0.0124681332367076,0.040086559200654,0.00135920102113486
686,83,0.120991253644315,0.000155032609600426,0.0124512091621828,0.0412438454124592,0.00135738640287413
687,83,0.120815138282387,0.000154612577356907,0.0124343305954485,0.0424268065170199,0.00135557651586107
688,83,0.120639534883721,0.000154194240562152,0.012417497355029,0.0436357732128674,0.00135377134219661
689,83,0.120464441219158,0.000153777590160978,0.0124007092604003,0.0448710738366416,0.00135197086406894
690,83,0.120289855072464,0.00015336261715813,0.0123839661319841,0.0461330341609249,0.00135017506375055
691,83,0.120115774240232,0.000152949312617802,0.0123672677911413,0.0474219771894544,0.00134838392359977
692,83,0.119942196531792,0.000152537667663181,0.0123506140601664,0.0487382229521857,0.00134659742605818
693,84,0.121212121212121,0.000153708142688859,0.0123979088030546,0.0388616222173252,-0.00382934343651163
694,84,0.121037463976945,0.000153295960073451,0.0123812745738656,0.0399836688253618,0.00134169636615701
695,84,0.120863309352518,0.000152885424179677,0.0123646845564162,0.0411306906116376,0.00133992807852206
696,84,0.120689655172414,0.000152476526302841,0.012348138576435,0.0423030143490825,0.00133816434262638
697,84,0.12051649928264,0.000152069257795262,0.0123316364605539,0.0435009647391349,0.00133640514146726
698,84,0.120343839541547,0.000151663610065825,0.0123151780363024,0.0447248642174975,0.00133465045812333
699,84,0.120171673819742,0.000151259574579548,0.0122987631321019,0.0459750327577993,0.00133290027575259
700,84,0.12,0.000150857142857143,0.0122823915772598,0.0472517876745202,0.00133115457759384
701,84,0.119828815977175,0.000150456306474584,0.0122660632019644,0.0485554434242032,0.00132941334696368
702,84,0.11965811965812,0.000150057057062682,0.0122497778372786,0.0498863114055426,0.00132767656725924
703,85,0.120910384068279,0.000151196391312575,0.0122961941800126,0.0398762829459044,-0.00378915792192631
704,85,0.120738636363636,0.000150796616552111,0.0122799273838289,0.0410131246271886,0.00132291308558805
705,85,0.120567375886525,0.000150398416678528,0.0122637032204195,0.0421749034808408,0.00132119375809518
706,85,0.120396600566572,0.000150001783482416,0.0122475215240642,0.0433619383965432,0.00131947879563652
707,85,0.12022630834512,0.000149606708807389,0.0122313821298899,0.0445745460901059,0.00131776818212626
708,85,0.120056497175141,0.000149213184549684,0.0122152848738654,0.0458130409142561,0.00131606190155385
709,85,0.119887165021157,0.000148821202657752,0.0121992295927961,0.0470777346673947,0.00131435993798348
710,85,0.119718309859155,0.000148430755131862,0.0121832161243188,0.0483689364015512,0.00131266227555398
711,85,0.119549929676512,0.000148041834023703,0.0121672443068964,0.0496869522292527,0.00131096889847774
712,86,0.120786516853933,0.000149153278371106,0.0122128325285785,0.0397646189569561,-0.00374679923672334
713,86,0.120617110799439,0.000148763847660357,0.0121968786031655,0.0408913655741651,0.00130632475108841
714,86,0.120448179271709,0.000148375931907338,0.012180965967744,0.0420426924917638,0.00130464817592033
715,86,0.12027972027972,0.0001479895233135,0.0121650944638133,0.0432189129643568,0.00130297580444526
716,86,0.120111731843575,0.000147604614130045,0.0121492639336729,0.0444203381613555,0.00130130762136221
717,86,0.119944211994421,0.000147221196657543,0.0121334742204178,0.0456472769837592,0.00129964361144126
718,86,0.119777158774373,0.00014683926324556,0.0121177251679331,0.0469000358795524,0.00129798375952194
719,86,0.119610570236439,0.000146458806292285,0.0121020166208895,0.0481789186574783,0.00129632805051517
720,86,0.119444444444444,0.00014607981824417,0.0120863484247381,0.0494842263003647,0.00129467646939989
721,87,0.120665742024965,0.000147164383809334,0.0121311328328946,0.0396488849910671,-0.0037053712653877
722,87,0.120498614958449,0.000146784901317928,0.0121154818855021,0.0407656221696569,0.00129014722764701
723,87,0.120331950207469,0.00014640687685579,0.0120998709437659,0.0419065904379632,0.00128851183004503
724,87,0.120165745856354,0.000146030303009862,0.0120842998560058,0.0430720975842473,0.00128688048264811
725,87,0.12,0.000145655172413793,0.0120687684712979,0.0442624493969989,0.00128525317089191
726,87,0.119834710743802,0.000145281477747591,0.0120532766394699,0.0454779494874307,0.00128362988028059
727,87,0.119669876203576,0.000144909211737272,0.012037824211097,0.0467188991110679,0.00128201059638278
728,87,0.119505494505495,0.000144538367154522,0.0120224110374967,0.047985596987394,0.00128039530483422
729,87,0.119341563786008,0.000144168936816349,0.0120070369707247,0.0492783391191288,0.00127878399133498
730,88,0.120547945205479,0.000145227586455091,0.0120510408867903,0.0395292803532747,-0.00366484388887023
731,88,0.120383036935705,0.000144857676270645,0.0120356834567317,0.0406360941789348,0.00127436544302274
732,88,0.120218579234973,0.000144489170002319,0.0120203648032129,0.0417667973092425,0.0012727697246183
733,88,0.120054570259209,0.000144122060599025,0.0120050847810011,0.0429216922273869,0.00127117791031122
734,88,0.119891008174387,0.000143756341053564,0.0119898432455793,0.0441010794991118,0.00126958998623162
735,88,0.119727891156463,0.000143392004402298,0.0119746400531414,0.0453052576007124,0.00126800593857204
736,88,0.119565217391304,0.000143029043724829,0.0119594750605881,0.0465345227460055,0.00126642575358811
737,88,0.119402985074627,0.000142667452143684,0.011944348125523,0.0477891687125627,0.00126484941759731
738,88,0.119241192411924,0.000142307222823993,0.0119292591062477,0.0490694866657415,0.00126327691697752
739,89,0.12043301759134,0.000143340873971832,0.0119725049163419,0.0394059959325775,-0.00362518826266656
740,89,0.12027027027027,0.000142980178864036,0.0119574319510519,0.0405029728375624,0.00125896505329555
741,89,0.120107962213225,0.000142620836202715,0.0119423965853892,0.0416235044614592,0.00125740758753456
742,89,0.119946091644205,0.000142262839276934,0.0119273986802208,0.0427678881367312,0.00125585388670515
743,89,0.11978465679677,0.000141906181417025,0.011912438097091,0.0439364193574801,0.00125430393759097
744,89,0.119623655913978,0.000141550855994291,0.0118975146982171,0.0451293916128871,0.00125275772703467
745,89,0.119463087248322,0.000141196856420701,0.0118826283464855,0.0463470962199184,0.00125121524193653
746,89,0.119302949061662,0.000140844176148596,0.011867778905448,0.0475898221545404,0.00124967646925563
747,89,0.119143239625167,0.000140492808670398,0.0118529662393174,0.0488578558816996,0.00124814139601003
748,90,0.120320855614973,0.00014150233598804,0.0118954754418661,0.0392792145920206,-0.00358637675080216
749,90,0.120160213618158,0.000141150516263546,0.0118806782745577,0.0403664412512802,0.0012439323994049
750,90,0.12,0.0001408,0.0118659175793531,0.0414768950255239,0.00124241182729549
751,90,0.119840213049268,0.000140450780806357,0.0118511932228935,0.0426108682443822,0.0012408948874878
752,90,0.11968085106383,0.000140102852330408,0.0118365050724616,0.0437686514748678,0.00123938156738053
753,90,0.119521912350598,0.000139756208258504,0.0118218529959776,0.0449505333608759,0.00123787185442716
754,90,0.119363395225464,0.00013941084231527,0.0118072368619957,0.046156800460473,0.00123636573613708
755,90,0.119205298013245,0.000139066748263336,0.0117926565397003,0.0473877370827092,0.00123486320007367
756,90,0.119047619047619,0.000138723919903058,0.0117781118989021,0.0486436251229353,0.00123336423385663
757,90,0.11889035667107,0.000138382351072253,0.0117636028100346,0.0499247438975393,0.00123186882515819
758,91,0.120052770448549,0.000139366890179653,0.0118053754781308,0.0402266747745416,-0.00355100973492818
759,91,0.119894598155468,0.000139024879431629,0.0117908811982663,0.0413271442947578,0.00122776949292329
760,91,0.119736842105263,0.000138684119405161,0.0117764221818497,0.0424508075672014,0.00122628802491284
761,91,0.11957950065703,0.00013834460404684,0.0117619983016,0.0435979503707459,0.00122481005070853
762,91,0.119422572178478,0.000138006327339572,0.0117476094308405,0.0447688566391974,0.00122333555834005
763,91,0.119266055045872,0.000137669283302315,0.0117332554434954,0.0459638083042175,0.00122186453589039
764,91,0.119109947643979,0.000137333465989827,0.0117189362140864,0.0471830851369102,0.00122039697149331
765,91,0.118954248366013,0.000136998869492405,0.011704651617729,0.0484269645880984,0.00121893285333473
766,91,0.118798955613577,0.00013666548793564,0.0116904015301289,0.0496957216283832,0.00121747216965204
767,92,0.119947848761408,0.000137627591054652,0.0117314786388866,0.0400838413694943,-0.00351374661099768
768,92,0.119791666666667,0.000137293780291522,0.0117172428621891,0.0411744200911836,0.00121346823667071
769,92,0.11963589076723,0.000136961176082655,0.0117030413176514,0.0422878735807382,0.00121202101081277
770,92,0.119480519480519,0.000136629772656084,0.0116888738831456,0.0434244829614371,0.00121057715863629
771,92,0.119325551232166,0.000136299564274067,0.0116747404371175,0.04458452758711,0.00120913666871569
772,92,0.119170984455959,0.000135970545232845,0.0116606408585826,0.0457682848897333,0.0012076995296739
773,92,0.11901681759379,0.000135642709862402,0.0116465750271229,0.0469760302257026,0.00120626573018312
774,92,0.118863049095607,0.000135316052526231,0.011632542822884,0.0482080367217685,0.00120483525896412
775,92,0.118709677419355,0.000134990567621094,0.0116185441265717,0.0494645751187066,0.00120340810478596
776,93,0.119845360824742,0.000135930992672074,0.0116589447495077,0.0399381019461378,-0.00347725347478372
777,93,0.11969111969112,0.000135605090808502,0.0116449598886601,0.0410188831130626,0.00119949627930781
778,93,0.119537275064267,0.000135280353386217,0.0116310082704045,0.0421222265730115,0.00119808212213479
779,93,0.119383825417202,0.000134956774898532,0.0116170897775016,0.0432484089208644,0.00119667122396292
780,93,0.119230769230769,0.000134634349871036,0.0116032042932561,0.044397705054952,0.00119526357387894
781,93,0.119078104993598,0.000134313072861372,0.0115893517015134,0.0455703880288935,0.00119385916101679
782,93,0.118925831202046,0.000133992938459013,0.011575531886657,0.0467667289032106,0.00119245797455606
783,93,0.118773946360153,0.000133673941285043,0.011561744733605,0.0479869965950181,0.00119106000372294
784,93,0.118622448979592,0.000133356075991934,0.0115479901278072,0.0492314577273279,0.00118966523778874
785,94,0.119745222929936,0.000134275547153371,0.0115877326148549,0.0397896106848577,-0.00344150684298795
786,94,0.119592875318066,0.000133957276706391,0.0115739913904578,0.0408606872640649,0.00118584237777732
787,94,0.119440914866582,0.000133640130524035,0.0115602824586614,0.0419540199800377,0.00118446016882869
788,94,0.119289340101523,0.00013332410334983,0.011546605706866,0.0430698810214073,0.00118308110933868
789,94,0.119138149556401,0.000133009189957766,0.0115329610229882,0.044208540950197,0.0011817051888791
790,94,0.118987341772152,0.000132695385152087,0.0115193482954587,0.0453702685586749,0.00118033239706588
791,94,0.118836915297092,0.000132382683767085,0.0115057674132187,0.0465553307245109,0.00117896272355841
792,94,0.118686868686869,0.000132071080666887,0.0114922182657173,0.0477639922658315,0.00117759615805977
793,94,0.118537200504414,0.000131760570745259,0.011478700742909,0.0489965157947428,0.00117623269031594
794,95,0.119647355163728,0.00013265978030989,0.0115178027552954,0.0396385153421238,-0.00340648417118029
795,95,0.119496855345912,0.000132348876614277,0.0115042981799968,0.040699979964901,0.00117249579503479
796,95,0.119346733668342,0.000132039058832964,0.0114908249848722,0.0417834007032413,0.0011711444638963
797,95,0.119196988707654,0.000131730321945648,0.0114773830617283,0.0428890454567229,0.0011697961775284
798,95,0.119047619047619,0.000131422660960792,0.0114639723028622,0.0440171805658241,0.00116845092596078
799,95,0.118898623279099,0.000131116070915437,0.0114505926010594,0.0451680706728415,0.00116710869926506
800,95,0.11875,0.000130810546875,0.0114372438495907,0.0463419785820264,0.00116576948755391
801,95,0.118601747815231,0.000130506083933088,0.0114239259422095,0.0475391651182596,0.00116443328098115
802,95,0.118453865336658,0.000130202677211301,0.0114106387731494,0.0487598889853342,0.00116310006974222
803,96,0.119551681195517,0.000131082287321099,0.0114491173162432,0.0394849575408874,-0.0033721638077164
804,96,0.119402985074627,0.000130778497798377,0.0114358426798543,0.040536902449032,0.00115944627189866
805,96,0.119254658385093,0.000130475757563414,0.01142259854689,0.0416105094102808,0.00115812479544116
806,96,0.119106699751861,0.000130174061818959,0.0114093848133438,0.0427060421476045,0.00115680626365373
807,96,0.118959107806691,0.000129873405794953,0.0113962013756757,0.0438237628896594,0.00115549066699939
808,96,0.118811881188119,0.000129573784748341,0.0113830481308102,0.0449639322365283,0.00115417799598153
809,96,0.118665018541409,0.000129275193962888,0.0113699249761328,0.0461268090233615,0.00115286824114044
810,96,0.118518518518519,0.000128977628749005,0.0113568318094883,0.0473126501837597,0.00115156139305781
811,96,0.118372379778052,0.000128681084443567,0.0113437685291779,0.0485217106116642,0.00115025744235232
812,96,0.118226600985222,0.000128385556409733,0.0113307350339566,0.0497542430226837,0.00114895637968183
813,97,0.119311193111931,0.000129244812189592,0.0113685888389717,0.0403715900436924,-0.00334080753822488
814,97,0.119164619164619,0.000128948909955738,0.0113555673550791,0.0414354808207954,0.00114539140055847
815,97,0.119018404907975,0.000128654017424708,0.0113425754317398,0.0425210050315132,0.00114410164926331
816,97,0.118872549019608,0.000128360130035771,0.0113296129693724,0.0436284208988165,0.00114281473775085
817,97,0.118727050183599,0.000128067243253733,0.0113166798688367,0.0447579850834743,0.00114153065693156
818,97,0.118581907090465,0.000127775352568769,0.0113037760314317,0.0459099525522577,0.00114024939775239
819,97,0.118437118437118,0.000127484453496252,0.011290901358893,0.0470845764448602,0.00113897095119834
820,97,0.118292682926829,0.000127194541576588,0.0112780557533906,0.0482821079404027,0.00113769530828943
821,97,0.118148599269184,0.000126905612375047,0.0112652391175264,0.0495027961222596,0.0011364224600839
822,98,0.119221411192214,0.000127746552683152,0.0113025020541096,0.0402041724355593,-0.00330778034930849
823,98,0.119076549210207,0.000127457259584928,0.0112896970546126,0.041258443976387,0.00113293494093029
824,98,0.118932038834951,0.000127168942929021,0.0112769208088476,0.0423340623375346,0.001131673038094
825,98,0.118787878787879,0.000126881598352673,0.0112641732209991,0.0434312818377905,0.00113041388377506
826,98,0.11864406779661,0.000126595221517292,0.0112514541956714,0.0445503552978038,0.0011291574692697
827,98,0.118500604594921,0.000126309808108294,0.0112387636378872,0.0456915339126475,0.00112790378590964
828,98,0.118357487922705,0.000126025353834942,0.0112261014530843,0.0468550671223068,0.00112665282506167
829,98,0.118214716525935,0.00012574185443019,0.0112134675471145,0.0480412024817557,0.00112540457812689
830,98,0.118072289156627,0.000125459305650531,0.0112008618262405,0.0492501855306132,0.0011241590365412
831,99,0.11913357400722,0.000126282509688913,0.0112375490961736,0.0400347739238457,-0.00327539706339549
832,99,0.118990384615385,0.000125999606952485,0.0112249546525803,0.0410795224976006,0.00112074647999328
833,99,0.118847539015606,0.000125717648842185,0.011212388186385,0.0421453368462959,0.00111951153339259
834,99,0.118705035971223,0.000125436631182606,0.0111998496053566,0.0432324674820489,0.00111827924791178
835,99,0.118562874251497,0.000125156549821222,0.0111873388176645,0.044341163480931,0.00111704961521432
836,99,0.118421052631579,0.000124877400628239,0.0111748557318759,0.0454716723590061,0.00111582262699484
837,99,0.118279569892473,0.000124599179496445,0.0111624002569539,0.0466242399469585,0.00111459827498304
838,99,0.118138424821002,0.000124321882341068,0.0111499723022556,0.0477991102635084,0.00111337655094041
839,99,0.117997616209774,0.000124045505099624,0.0111375717775296,0.0489965253889773,0.00111215744666158
840,100,0.119047619047619,0.000124851527912752,0.0111736980410584,0.039863513659854,-0.00324363912084329
841,100,0.118906064209275,0.000124574806306224,0.0111613084495602,0.0408988348274818,0.00110881746156592
842,100,0.118764845605701,0.000124298998876431,0.011148946088148,0.0419549461372228,0.00110760861668383
843,100,0.118623962040332,0.000124024101625369,0.0111366108680051,0.0430320943882159,0.00110640234919097
844,100,0.118483412322275,0.000123750110576712,0.011124302700696,0.0441305250038722,0.00110519865109688
845,100,0.118343195266272,0.00012347702177567,0.0111120214981645,0.0452504819107797,0.00110399751444244
846,100,0.118203309692671,0.000123204831288853,0.0110997671727317,0.0463922074171099,0.00110279893129986
847,100,0.118063754427391,0.000122933535204132,0.0110875396370941,0.0475559420898148,0.00110160289377324
848,100,0.117924528301887,0.0001226631296305,0.0110753388043211,0.048741924631245,0.0011004093939967
849,100,0.117785630153121,0.000122393610697943,0.0110631645878538,0.0499503917549007,0.00109921842413626
850,101,0.118823529411765,0.000123181762670466,0.0110987279753342,0.0407164944629485,-0.00321457637170365
851,101,0.118683901292597,0.000122911907011241,0.011086564256398,0.0417630028227058,0.00109595612788004
852,101,0.118544600938967,0.000122642932543648,0.0110744269623149,0.0428302741312759,0.00109477506306968
853,101,0.118405627198124,0.000122374835458315,0.0110623160078853,0.0439185502475564,0.00109359648773227
854,101,0.118266978922717,0.000122107611966288,0.0110502313082708,0.0450280715946812,0.00109242039423553
855,101,0.11812865497076,0.0001218412582989,0.0110381727789929,0.0461590770422984,0.00109124677497821
856,101,0.117990654205607,0.00012157577070764,0.0110261403359308,0.047311803786513,0.00109007562238788
857,101,0.117852975495916,0.000121311145464032,0.0110141338953198,0.0484864872306873,0.00108890692892171
858,101,0.117715617715618,0.000121047378859497,0.011002153373749,0.0496833608639512,0.0010877406870667
859,102,0.118742724097788,0.000121819429070576,0.0110371839284564,0.0405326101740968,-0.00318397258403549
860,102,0.118604651162791,0.000121555334750399,0.0110252135920534,0.0415696147707436,0.00108454624662992
861,102,0.118466898954704,0.000121292093852218,0.011013268990278,0.0426271135293481,0.00108338960290649
862,102,0.118329466357309,0.000121029702724946,0.0110013500410152,0.0437053448294647,0.0010822353720098
863,102,0.11819235225956,0.000120768157736862,0.0109894566624953,0.0448045456738729,0.00108108354661936
864,102,0.118055555555556,0.000120507455275492,0.0109775887732913,0.0459249515739576,0.0010799341194426
865,102,0.117919075144509,0.000120247591747483,0.0109657462923178,0.0470667964336199,0.00107878708321499
866,102,0.117782909930716,0.000119988563578486,0.0109539291388289,0.0482303124326065,0.00107764243070012
867,102,0.117647058823529,0.000119730367213036,0.0109421372324165,0.0494157299093234,0.00107650015469001
868,103,0.118663594470046,0.000120486803937206,0.0109766481194036,0.0403472862131111,-0.00315394390090282
869,103,0.118527042577675,0.000120228288556347,0.010964866098423,0.041374885316026,0.00107337147482154
870,103,0.118390804597701,0.000119970599982081,0.0109531091468167,0.0424227148575325,0.00107223850257381
871,103,0.118254879448909,0.000119713734713471,0.0109413771854128,0.0434910098199065,0.00107110786962114
872,103,0.118119266055046,0.000119457689267962,0.0109296701353683,0.0445800038653188,0.00106997956893825
873,103,0.117983963344788,0.000119202460181264,0.0109179879181681,0.0456899292248809,0.00106885359352574
874,103,0.117848970251716,0.000118948044007238,0.0109063304556225,0.0468210165854486,0.00106772993641203
875,103,0.117714285714286,0.000118694437317784,0.010894697669866,0.0479734949764789,0.00106660859065113
876,103,0.117579908675799,0.000118441636702728,0.0108830894833557,0.0491475916555301,0.00106548954932506
877,104,0.118586088939567,0.000119182928676835,0.0109170934170609,0.040160622512237,-0.00312447432846877
878,104,0.118451025056948,0.00011892981744864,0.0109054948282341,0.0411789134603259,0.00106242462015638
