n,xr,phat_r,variance_r,sigma_r,tail_probability,relative_gain
294,39,0.13265306122449,0.000391347709429461,0.0197825101903035,0.0425566159755698,0.00314115463076641
295,39,0.132203389830508,0.000388900520501122,0.0197205608566573,0.0444580929277718,0.00313152037078652
296,39,0.131756756756757,0.000386476060154384,0.0196589943830905,0.0464224591955268,0.00312194333691956
297,39,0.131313131313131,0.000384074050026504,0.0195978072759813,0.0484507815743324,0.00311242304244557
298,40,0.134228187919463,0.000389969736534632,0.0197476514181974,0.0345489720396662,-0.00764596467890311
299,40,0.133779264214047,0.00038756646381403,0.0196867077952112,0.0361484852602495,0.00308612005020387
300,40,0.133333333333333,0.000385185185185185,0.0196261352585063,0.03780398144356,0.00307682408531668
301,40,0.132890365448505,0.000382825635280624,0.0195659304731624,0.0395165637021644,0.00306758231057558
302,40,0.132450331125828,0.00038048755268373,0.0195060901434329,0.041287321464947,0.00305839427424923
303,40,0.132013201320132,0.000378170679859216,0.0194466110121845,0.0431173289171738,0.00304925952925595
304,40,0.131578947368421,0.000375874763084998,0.0193874898603455,0.045007643433128,0.00304017763311067
305,40,0.131147540983607,0.000373599552385442,0.0193287235063633,0.0469593040050882,0.00303114814787529
306,40,0.130718954248366,0.000371344801465947,0.0192703088056717,0.048973329670499,0.00302217064010632
307,41,0.133550488599349,0.000376921027994214,0.0194144540998251,0.0351067629640701,-0.0074801756218347
308,41,0.133116883116883,0.00037466486540951,0.0193562616589441,0.0367011584617846,0.00299737713879196
309,41,0.132686084142395,0.000372428761221204,0.0192984134379281,0.0383502869392625,0.00298860503310479
310,41,0.132258064516129,0.000370212480279279,0.0192409064308124,0.0400552037778612,0.00297988263650024
311,41,0.131832797427653,0.000368015790836181,0.019183737665955,0.0418169511777736,0.00297120954581815
312,41,0.131410256410256,0.000365838464488612,0.0191269042055585,0.0436365567025985,0.00296258536194113
313,41,0.130990415335463,0.000363680276120467,0.0190704031452003,0.0455150318179472,0.00295400968975268
314,41,0.130573248407643,0.000361541003846876,0.0190142316133699,0.0474533704259931,0.00294548213809212
315,41,0.13015873015873,0.000359420428959356,0.0189583867710139,0.0494525473991049,0.0029370023197121
316,42,0.132911392405063,0.000364702386626616,0.0190971826882034,0.0356289700362737,-0.00732108268841158
317,42,0.132492113564669,0.000362580294661942,0.0190415412890328,0.037217424744161,0.00291359202448942
318,42,0.132075471698113,0.000360476545515202,0.0189862198848323,0.0388594034693646,0.00290530075064849
319,42,0.13166144200627,0.000358390930078681,0.0189312157580722,0.0405559172280355,0.00289705518495785
320,42,0.13125,0.0003563232421875,0.0188765262214079,0.0423079643507608,0.00288885496648468
321,42,0.130841121495327,0.00035427327857063,0.0188221486172708,0.0441165291226005,0.00288069973782635
322,42,0.130434782608696,0.000352240838802851,0.0187680803174659,0.0459825804175436,0.00287258914507292
323,42,0.130030959752322,0.000350225725257622,0.0187143187227754,0.0479070703295534,0.00286452283777006
324,42,0.12962962962963,0.000348227743060848,0.018660861262569,0.0498909328026662,0.0028565004688827
325,43,0.132307692307692,0.000353238051888939,0.018794628272167,0.0361172590606898,-0.00716831917433206
326,43,0.131901840490798,0.000351238481490607,0.0187413575146147,0.037699041380883,0.00283436079611909
327,43,0.131498470948012,0.000349255728092804,0.0186883848444108,0.0393331784680063,0.00282651190889506
328,43,0.13109756097561,0.00034728960512761,0.0186357077978705,0.0410206400285118,0.00281870514648143
329,43,0.130699088145897,0.000345339928582759,0.0185833239379493,0.0427623835692597,0.00281094018479698
330,43,0.13030303030303,0.000343406516960236,0.0185312308538919,0.0445593531247405,0.00280321670285216
331,43,0.129909365558912,0.000341489191235629,0.0184794261608858,0.0464124779788246,0.00279553438271902
332,43,0.129518072289157,0.000339587774818245,0.0184279074997202,0.04832267138378,0.0027878929094982
333,44,0.132132132132132,0.000344364059430477,0.0185570487801934,0.0350490483744873,-0.00700791885758716
334,44,0.131736526946108,0.000342461121000854,0.018505705093318,0.036573226464856,0.00276680238779375
335,44,0.13134328358209,0.000340573807283476,0.0184546418898736,0.0381476867190499,0.00275932222992331
336,44,0.130952380952381,0.000338701949033582,0.0184038569064634,0.0397733708513566,0.00275188127264551
337,44,0.130563798219585,0.000336845379270208,0.0183533479035899,0.0414512100377644,0.00274447922140599
338,44,0.130177514792899,0.000335003933240366,0.0183031126653465,0.0431821237290172,0.00273711578439678
339,44,0.129793510324484,0.00033317744838387,0.0182531489991144,0.0449670184574411,0.00272979067252868
340,44,0.129411764705882,0.000331365764298799,0.0182034547352638,0.0468067866386588,0.00272250359940354
341,44,0.129032258064516,0.00032956872270759,0.0181540277268597,0.0487023053708063,0.00271525428128741
342,45,0.131578947368421,0.000334110900519998,0.0182787007339143,0.0354810622139891,-0.00686751220888165
343,45,0.131195335276968,0.000332312301103592,0.0182294350187709,0.0369983995158867,0.00269525257076612
344,45,0.130813953488372,0.000330528090293936,0.0181804315211146,0.0385649614727178,0.00268815229906393
345,45,0.130434782608696,0.000328758116215994,0.0181316881788761,0.0401816534121621,0.00268108829990634
346,45,0.130057803468208,0.000327002228974662,0.0180832029512103,0.0418493705125034,0.0026740603074249
347,45,0.129682997118156,0.000325260280624231,0.0180349738182297,0.0435689966881478,0.00266706805817286
348,45,0.129310344827586,0.000323532125138382,0.0179869987807411,0.0453414034691682,0.00266011129110139
349,45,0.128939828080229,0.000321817618380717,0.0179392758599871,0.0471674488764719,0.00265318974753481
350,45,0.128571428571429,0.000320116618075802,0.0178918030973908,0.0490479762942972,0.00264630317114678
351,46,0.131054131054131,0.00032444144099082,0.0180122580758443,0.0358842843695869,-0.00673241136166673
352,46,0.130681818181818,0.000322738865279865,0.0179649343243961,0.037394237266837,0.00262730809479779
353,46,0.130311614730878,0.000321049568830338,0.0179178561449281,0.0389523906148666,0.00262055950875625
354,46,0.129943502824859,0.000319373414967414,0.0178710216542708,0.0405596156754995,0.00261384455140919
355,46,0.129577464788732,0.000317710268753964,0.0178244289881602,0.0422167739418843,0.00260716298217163
356,46,0.129213483146067,0.000316059996964406,0.0177780763010064,0.0439247160906277,0.00260051456260056
357,46,0.128851540616246,0.000314422468059009,0.0177319617656651,0.0456842809281162,0.00259389905637251
358,46,0.128491620111732,0.000312797552158643,0.0176860835732121,0.047496294332874,0.00258731622926437
359,46,0.128133704735376,0.000311185121019954,0.0176404399327215,0.0493615681955428,0.00258076584913205
360,47,0.130555555555556,0.000315307784636488,0.0177569080821096,0.0362600467819312,-0.00660233814078938
361,47,0.130193905817175,0.000313693774806768,0.0177114023952585,0.0377621320395364,0.0025627032950032
362,47,0.129834254143646,0.000312092045841462,0.0176661270753231,0.0393114256909557,0.00255628091582084
363,47,0.129476584022039,0.000310502474413285,0.0176210803985818,0.0409087670568904,0.00254988977205641
364,47,0.129120879120879,0.000308924938725084,0.0175762606582027,0.0425549860608319,0.00254352964547863
365,47,0.128767123287671,0.000307359318487367,0.0175316661640406,0.0442509022422387,0.00253720031975377
366,47,0.128415300546448,0.000305805494896212,0.0174872952424385,0.0459973237644864,0.00253090158042973
367,47,0.128065395095368,0.00030426335061154,0.0174431462360304,0.0477950464189508,0.00252463321491743
368,47,0.127717391304348,0.000302732769735761,0.0173992175035477,0.0496448526269279,0.00251839501247303
369,48,0.130081300813008,0.000306667089408682,0.0175119127855492,0.0366096224973821,-0.00647703162389614
370,48,0.12972972972973,0.000305134937713462,0.0174681120248716,0.0381034112917424,0.00250119796815217
371,48,0.129380053908356,0.000303614165927296,0.0174245277103081,0.0396434474171801,0.00249507871837381
372,48,0.129032258064516,0.000302104662481958,0.0173811582606556,0.0412305402020348,0.00248898853234533
373,48,0.128686327077748,0.000300606317160823,0.0173380021098402,0.0428654899385088,0.00248292721165436
374,48,0.128342245989305,0.00029911902107948,0.0172950577067404,0.0445490869524426,0.00247689455957671
375,48,0.128,0.000297642666666667,0.0172523235150129,0.0462821106677137,0.00247089038106223
376,48,0.127659574468085,0.000296177147645512,0.0172097980129202,0.0480653286673963,0.00246491448271782
377,48,0.127320954907162,0.000294722359015094,0.0171674796931609,0.0498994957528166,0.00245896667279203
378,49,0.12962962962963,0.000298480922623584,0.0172766004359534,0.0369342271678843,-0.0063562470870947
379,49,0.129287598944591,0.000297024579693229,0.0172344010540903,0.0384193397512535,0.002442574395322
380,49,0.128947368421053,0.000295578801574573,0.0171924053458082,0.0399497684587544,0.00243673732265558
381,49,0.128608923884514,0.00029414348709129,0.0171506118576362,0.0415262944164899,0.00243092733863433
382,49,0.128272251308901,0.00029271853626452,0.0171090191496918,0.0431496900648555,0.00242514426246886
383,49,0.127937336814621,0.000291303850296093,0.0170676257955257,0.0448207182801563,0.00241938791487531
384,49,0.127604166666667,0.000289899331552011,0.0170264303819682,0.0465401314915393,0.0024136581180624
385,49,0.127272727272727,0.000288504883546206,0.0169854315089787,0.0483086707946748,0.00240795469571662
386,50,0.129533678756477,0.00029211063425982,0.017091244374235,0.0358025714367774,-0.00622962479348289
387,50,0.129198966408269,0.000290714711853498,0.01705035811511,0.0372350207994301,0.00239223418902344
388,50,0.128865979381443,0.000289328708091507,0.0170096651375477,0.0387111217254965,0.00238663477256923
389,50,0.12853470437018,0.000287952529929693,0.0169691640904817,0.0402316363077635,0.00238106081093085
390,50,0.128205128205128,0.000286586085402653,0.0169288536352186,0.0417973191173069,0.00237551213767193
391,50,0.127877237851662,0.00028522928360893,0.0168887324453,0.0434089163787691,0.00236998858771348
392,50,0.127551020408163,0.000283882034696428,0.0168487992063656,0.0450671651398735,0.00236448999732434
393,50,0.127226463104326,0.000282544249848064,0.0168090526160181,0.0467727924370317,0.00235901620410685
394,50,0.126903553299492,0.000281215841267653,0.01676949138369,0.0485265144573843,0.00235356704698465
395,51,0.129113924050633,0.00028466713586552,0.0168720815510571,0.0360891178890116,-0.0061176671981141
396,51,0.128787878787879,0.000283337275417165,0.0168326253275348,0.0375131096700475,0.00233855102009066
397,51,0.128463476070529,0.000282016653366261,0.016793351463191,0.0389799035161477,0.00233319898586944
398,51,0.128140703517588,0.000280705184973883,0.01675425871156,0.0404902361997714,0.00232787074794217
399,51,0.12781954887218,0.000279402786461886,0.0167153458373402,0.0420448372551441,0.00232256615405627
400,51,0.1275,0.000278109375,0.0166766116162727,0.0436444281978066,0.00231728505317694
401,51,0.127182044887781,0.000276824868693125,0.0166380548350198,0.0452897217388108,0.00231202729547594
402,51,0.126865671641791,0.000275549186568827,0.0165996742910464,0.0469814209950769,0.00230679273232117
403,51,0.126550868486352,0.000274282248565018,0.016561468792502,0.0487202186965776,0.00230158121626437
404,52,0.128712871287129,0.000277588782307306,0.0166609958378035,0.0363542985725226,-0.00600955425804788
405,52,0.128395061728395,0.000276320419388041,0.0166228884189253,0.0377695483544252,0.00228722335982747
406,52,0.12807881773399,0.000275060675324762,0.0165849532807531,0.0392267758840828,0.00228210267771758
407,52,0.127764127764128,0.000273809472778377,0.0165471892712441,0.0407266940230686,0.00227700427427635
408,52,0.127450980392157,0.000272566735267733,0.0165095952484527,0.0422700086700334,0.00227192800995782
409,52,0.127139364303178,0.000271332387158343,0.0164721700804218,0.0438574180211739,0.00226687374631071
410,52,0.126829268292683,0.000270106353651282,0.0164349126450761,0.0454896118260767,0.00226184134596684
411,52,0.126520681265207,0.00026888856077225,0.0163978218301166,0.0471672706394689,0.00225683067263252
412,52,0.12621359223301,0.000267678935360799,0.0163608965329165,0.0488910650702456,0.00225184159107798
413,53,0.128329297820823,0.00027084961051244,0.0164575092438813,0.0365990847831602,-0.00590509882942336
414,53,0.128019323671498,0.000269638590430411,0.0164206756995688,0.0380053418076873,0.00223809956699264
415,53,0.127710843373494,0.000268435623755,0.0163840051194755,0.0394527765241108,0.00223319556175691
416,53,0.127403846153846,0.000267240639757339,0.0163474964369881,0.0409420791868612,0.00222831244382279
417,53,0.127098321342926,0.000266053568476585,0.0163111485946449,0.042473933354278,0.00222345008505495
418,53,0.126794258373206,0.000264874340710035,0.0162749605440393,0.0440490151872049,0.0022186083583035
419,53,0.126491646778043,0.000263702888003393,0.0162389312457253,0.0456679927433692,0.00221378713739266
420,53,0.126190476190476,0.000262539142641183,0.0162030596691237,0.0473315252676977,0.00220898629711371
421,53,0.125890736342043,0.000261383037637295,0.0161673447924294,0.0490402624802066,0.0022042057132181
422,54,0.127962085308057,0.000264426042729077,0.0162611820827724,0.0368244034271214,-0.00580412501543755
423,54,0.127659574468085,0.0002632685756849,0.0162255531703822,0.0382214474705945,0.00219104073792475
424,54,0.127358490566038,0.000262118644921647,0.0161900785952894,0.0396588925174753,0.00218633994911124
425,54,0.127058823529412,0.000260976185629961,0.0161547573683408,0.0411374074228684,0.00218165876963927
426,54,0.126760563380282,0.00025984113368966,0.0161195885086953,0.0426576546037652,0.00217699708164376
427,54,0.126463700234192,0.00025871342566105,0.0160845710437379,0.0442202893736523,0.00217235476814529
428,54,0.126168224299065,0.000257592998776369,0.0160497040089956,0.045825959272201,0.00216773171304598
429,54,0.125874125874126,0.000256479790931353,0.016014986448054,0.047475303392025,0.00216312780111958
430,54,0.125581395348837,0.000255373740676922,0.0159804174124746,0.0491689517022956,0.00215854291800514
431,55,0.127610208816705,0.00025829662046975,0.0160716091437588,0.0370311388120799,-0.00570646741761322
432,55,0.127314814814815,0.000257189242461769,0.0160371207659533,0.0384187773679489,0.00214591939718065
433,55,0.1270207852194,0.00025608892688602,0.0160027787238973,0.0398460627397284,0.00214140945604526
434,55,0.126728110599078,0.000254995614246696,0.0159685820988182,0.0413136435032593,0.00213691794838508
435,55,0.126436781609195,0.000253909245667825,0.0159345299795076,0.0428221620459766,0.00213244476559546
436,55,0.126146788990826,0.000252829762885619,0.0159006214622454,0.0443722539343716,0.00212798979987367
437,55,0.125858123569794,0.000251757108240926,0.0158668556507244,0.0459645472773178,0.00212355294421293
438,55,0.125570776255708,0.000250691224671796,0.0158332316559759,0.0475996620861478,0.00211913409239506
439,55,0.125284738041002,0.00024963205570615,0.0157997485962958,0.0492782096320576,0.00211473313898439
440,56,0.127272727272727,0.00025244177310293,0.0158884163182782,0.0372201344429904,-0.00561197043371117
441,56,0.126984126984127,0.000251381311741964,0.0158550090426327,0.0385982001789069,0.00210261834636904
442,56,0.126696832579186,0.000250327477813546,0.0158217406695201,0.0400151802062913,0.00209828786745752
443,56,0.126410835214447,0.000249280216602332,0.0157886103442428,0.0414717038623582,0.00209397473825917
444,56,0.126126126126126,0.000248239473951673,0.0157556172190007,0.0429683945367909,0.00208967885853974
445,56,0.125842696629213,0.000247205196256857,0.0157227604528231,0.0445058690701902,0.00208540012879095
446,56,0.125560538116592,0.000246177330458439,0.015690039211501,0.0460847371487555,0.00208113845022554
447,56,0.125279642058166,0.000245155824035668,0.0156574526675212,0.047705600695372,0.00207689372477044
448,56,0.125,0.000244140625,0.015625,0.0493690532586367,0.00207266585506269
449,57,0.126948775055679,0.000246843615963345,0.0157112576187696,0.0373921948030534,-0.00552048760125223
450,57,0.126666666666667,0.000245827160493827,0.015678876250989,0.0387605432627369,0.00206102964933073
451,57,0.126385809312639,0.000244816932410261,0.0156466268700401,0.0401670943444039,0.00205686813472071
452,57,0.126106194690265,0.000243812881307536,0.0156145086796715,0.0416124591141253,0.00205272296932795
453,57,0.125827814569536,0.000242814957285189,0.0155825208899327,0.0430972429230376,0.00204859406049814
454,57,0.125550660792952,0.00024182311094142,0.0155506627171134,0.0446220448345829,0.0020444813162363
455,57,0.125274725274725,0.000240837293367181,0.0155189333836827,0.0461874570483223,0.00204038464520075
456,57,0.125,0.000239857456140351,0.0154873321182298,0.0477940643203417,0.00203630395669881
457,57,0.12472647702407,0.000238883551319987,0.0154558581554046,0.0494424433813865,0.00203223916068115
458,58,0.126637554585153,0.000241485773698352,0.0155398125374263,0.0375480871039336,-0.00543188098503281
459,58,0.12636165577342,0.000240510648635338,0.0155084057412533,0.0389065946288841,0.00202105373519742
460,58,0.126086956521739,0.000239541382427879,0.0154771244883499,0.0403026131825254,0.00201705148971052
461,58,0.125813449023861,0.000238577928565253,0.0154459680358744,0.041736736460927,0.00201306466837166
462,58,0.125541125541126,0.000237620240993491,0.0154149356467515,0.0432095526693848,0.00200909318540335
463,58,0.125269978401728,0.000236668274110062,0.0153840265896176,0.044721643976728,0.00200513695562787
464,58,0.125,0.000235721982758621,0.0153532401387662,0.0462735859663205,0.00200119589446192
465,58,0.124731182795699,0.000234781322223838,0.0153225755740945,0.047865947083885,0.00199726991791203
466,58,0.124463519313305,0.00023384624822629,0.0152920321810507,0.0494992880831845,0.0019933589425701
467,59,0.126338329764454,0.000236353225260775,0.0153737837002078,0.0376885429953287,-0.00534602060662714
468,59,0.126068376068376,0.000235416967144997,0.0153433036581108,0.0390371048427572,0.00198259860365895
469,59,0.125799573560768,0.00023448622783091,0.01531294314725,0.0404225054528634,0.00197874665960925
470,59,0.125531914893617,0.000233560964333529,0.015282701473677,0.0418453219918316,0.00197490928309207
471,59,0.125265392781316,0.000232641134082078,0.0152525779487298,0.0433061263510235,0.00197108639458096
472,59,0.125,0.000231726694915254,0.015222571888983,0.0448054846267532,0.00196727791509711
473,59,0.124735729386892,0.000230817605076559,0.0151926826161991,0.0463439565966144,0.00196348376620146
474,59,0.124472573839662,0.000229913823209688,0.0151629094572806,0.0479220951931395,0.0019597038699933
475,59,0.124210526315789,0.000229015308353987,0.0151332517442216,0.0495404459750769,0.00195593814910476
476,60,0.126050420168067,0.000231432167528405,0.0152128947780626,0.037814260224638,-0.00526278391366867
477,60,0.125786163522013,0.000230532504378252,0.0151832968876411,0.0391527888618428,0.001945579119118
478,60,0.125523012552301,0.000229638045757523,0.0151538129115257,0.0405275026033613,0.00194186916936265
479,60,0.125260960334029,0.000228748751879386,0.0151244422006032,0.0419389628697471,0.00193817299276482
480,60,0.125,0.000227864583333333,0.015095184110614,0.0433877260145886,0.00193449051549218
481,60,0.124740124740125,0.000226985501080962,0.015066038002108,0.044874342828261,0.00193082166420932
482,60,0.12448132780083,0.00022611146645181,0.0150370032404003,0.0463993580383491,0.00192716636607578
483,60,0.124223602484472,0.000225242441139238,0.0150080791955279,0.0479633098069831,0.00192352454874028
484,60,0.12396694214876,0.000224378387196377,0.0149792652422065,0.0495667292263778,0.00191989614033869
485,61,0.125773195876289,0.000226709895000729,0.015056888622844,0.0379259042415623,-0.00518205528657984
486,61,0.125514403292181,0.000225844728103681,0.0150281312245961,0.0392543277986435,0.00190991638234217
487,61,0.125256673511294,0.00022498447485047,0.0149994824860883,0.0406183007185385,0.00190634072058924
488,61,0.125,0.000224129098360656,0.0149709417993878,0.042018369408909,0.00190277809431181
489,61,0.124744376278119,0.000223278562096323,0.0149425085610256,0.0434550754107912,0.00189922843487052
490,61,0.124489795918367,0.000222432829858307,0.0149141821719566,0.0449289549246216,0.00189569167407962
491,61,0.124236252545825,0.000221591865782474,0.0148859620375196,0.046440538332974,0.00189216774420599
492,61,0.123983739837398,0.000220755634336038,0.0148578475673981,0.0479903497207743,0.00188865657796346
493,61,0.123732251521298,0.000219924100313932,0.0148298381755814,0.0495789063933508,0.00188515810851091
494,62,0.125506072874494,0.000222174693413191,0.0149055256000314,0.038024109744154,-0.0051037255804035
495,62,0.125252525252525,0.000221342081152305,0.014877569732732,0.0393423706089833,0.00187553716987133
496,62,0.125,0.000220514112903226,0.0148497176034841,0.0406955623492499,0.00187208863734364
497,62,0.124748490945674,0.000219690754431491,0.0148219686422382,0.0420842170454572,0.00186865245433644
498,62,0.124497991967871,0.000218871971814938,0.0147943222830564,0.0435088621042537,0.00186522855695422
499,62,0.124248496993988,0.000218057731440327,0.0147667779640762,0.0449700198052422,0.00186181688171789
500,62,0.124,0.000217248,0.0147393351274744,0.0464682068452421,0.00185841736556151
501,62,0.12375249500998,0.000216442744488593,0.0147119932194313,0.0480039338794098,0.00185502994582869
502,62,0.123505976095618,0.000215641932199773,0.0146847516900959,0.0495777050606059,0.00185165456027086
503,63,0.125248508946322,0.000217815745433489,0.0147585820942762,0.0381094821630914,-0.00502769169941788
504,63,0.125,0.000217013888888889,0.0147313912747197,0.0394175357044555,0.00184237343280977
505,63,0.124752475247525,0.000216216426073545,0.0147042995777951,0.0407599182527932,0.00183904537048857
506,63,0.124505928853755,0.000215423325166045,0.014677306468356,0.0421371482036217,0.00183572901900594
507,63,0.124260355029586,0.000214634554630191,0.0146504114150488,0.0435497394640088,0.00183242431880836
508,63,0.124015748031496,0.000213850083211977,0.0146236138902796,0.0449982010193173,0.00182913121072387
509,63,0.1237721021611,0.000213069879936586,0.0145969133701816,0.0464830364970986,0.00182584963595893
510,63,0.123529411764706,0.000212293914105435,0.0145703093345829,0.048004743728362,0.00182257953609623
511,63,0.123287671232877,0.00021152215529325,0.0145438012669745,0.0495638143067844,0.0018193208530912
512,64,0.125,0.000213623046875,0.0146158491670857,0.0381825990841159,-0.00495385620228291
513,64,0.124756335282651,0.000212850276977571,0.0145893891913805,0.0394804124903479,0.00181036184779281
514,64,0.124513618677043,0.000212081668173134,0.0145630240051005,0.0408119690451677,0.00180714805357198
515,64,0.124271844660194,0.000211317190844557,0.0145367531053037,0.0421777740612321,0.00180394537478016
516,64,0.124031007751938,0.000210556815635614,0.0145105759925516,0.04357832854122,0.00180075375584312
517,64,0.123791102514507,0.000209800513448259,0.0144844921708791,0.0450141287630731,0.00179757314153695
518,64,0.123552123552124,0.000209048255439931,0.0144585011477653,0.0464856658626948,0.00179440347698565
519,64,0.123314065510597,0.000208300013020897,0.0144326024341037,0.047993425414039,0.00179124470765777
520,64,0.123076923076923,0.000207555757851616,0.0144067955441734,0.0495378870070288,0.00178809677936527
521,65,0.124760076775432,0.000209587332089098,0.0144771313487548,0.0382440116080396,-0.00488212693556116
522,65,0.124521072796935,0.000208842098134934,0.014451370112724,0.0395315628296838,0.00177944341390211
523,65,0.124282982791587,0.000208100808757195,0.0144256995933367,0.0408522867684002,0.00177633810407471
524,65,0.124045801526718,0.000207363436355557,0.0144001193174069,0.0422066762192738,0.00177324335393666
525,65,0.123809523809524,0.000206629953568729,0.0143746288149896,0.0435952198388956,0.00177015911156682
526,65,0.123574144486692,0.000205900333272004,0.014349227619353,0.0450184017483672,0.00176708532536602
527,65,0.123339658444023,0.000205174548574828,0.0143239152669523,0.046476701133527,0.00176402194405423
528,65,0.123106060606061,0.000204452572818404,0.0142986912974022,0.0479705918427997,0.00176096891666921
529,65,0.122873345935728,0.000203734379573321,0.0142735552534511,0.0495005419829735,0.00175792619256383
530,66,0.124528301886792,0.00020570000738865,0.0143422455490293,0.0382942456485566,-0.00481241669356182
531,66,0.124293785310734,0.000204980866749272,0.014317152885587,0.039571522435083,0.00174956309013692
532,66,0.12406015037594,0.000204265468918494,0.014292147106663,0.0408814163755285,0.00174656086471037
533,66,0.123827392120075,0.000203553788144121,0.0142672277666028,0.0422244082785687,0.00174356867965568
534,66,0.123595505617978,0.000202845798893285,0.0142423944227537,0.0436009749791501,0.0017405864864103
535,66,0.123364485981308,0.000202141475850235,0.0142176466354399,0.0450115889584652,0.00173761423670654
536,66,0.123134328358209,0.000201440793914145,0.014192983967938,0.0464567179607087,0.00173465188257141
537,66,0.122905027932961,0.000200743728196944,0.0141684059864525,0.0479368246075703,0.00173169937632426
538,66,0.122676579925651,0.000200050254021182,0.0141439122600921,0.0494523660110238,0.00172875667057452
539,67,0.12430426716141,0.000201953091515538,0.0142110200730116,0.03833380316937,-0.00474464290257706
540,67,0.124074074074074,0.000201258700401362,0.014186567604652,0.0396008021908433,0.0017206694687602
541,67,0.123844731977819,0.000200567863843181,0.014162198411376,0.0408998771369323,0.00171776528016504
542,67,0.123616236162362,0.000199880557784895,0.0141379120730359,0.0422314973290478,0.0017148706461134
543,67,0.123388581952118,0.00019919675837194,0.0141137081722678,0.043596128273784,0.00171198552113215
544,67,0.123161764705882,0.000198516441949293,0.0140895862944691,0.0449942312983278,0.00170910986002181
545,67,0.122935779816514,0.000197839585059485,0.014065546027776,0.0464262631829406,0.00170624361785411
546,67,0.122710622710623,0.000197166164440648,0.0140415869630412,0.0478926757912042,0.00170338674997035
547,67,0.122486288848263,0.000196496157024576,0.0140177086938121,0.0493939156989538,0.00170053921197884
548,68,0.124087591240876,0.000198339162300937,0.0140832937305496,0.0383631633618672,-0.00467872732769697
549,68,0.123861566484517,0.000197668267454497,0.0140594547353195,0.0396198894077729,0.00169271448044734
550,68,0.123636363636364,0.000197000751314801,0.0140356956120743,0.0409081639705976,0.0016899036052591
551,68,0.123411978221416,0.00019633659138456,0.0140120159643272,0.042228445354805,0.0016871018296178
552,68,0.123188405797101,0.000195675765351939,0.0139884153981764,0.0435811882028437,0.00168430911089919
553,68,0.122965641952984,0.000195018251088742,0.0139648935222844,0.0449668431449169,0.00168152540673213
554,68,0.122743682310469,0.000194364026648621,0.0139414499478577,0.0463858564466598,0.0016787506749951
555,68,0.122522522522523,0.000193713070265298,0.013918084288626,0.0478386696545906,0.00167598487381547
556,68,0.122302158273381,0.000193065360350817,0.0138947961608228,0.0493257192393569,0.00167322796156765
557,69,0.123877917414722,0.00019485130878225,0.0139589150288355,0.0383827837656024,-0.0046145958005104
558,69,0.123655913978495,0.000194202739993974,0.0139356643183587,0.0396292490128335,0.00166565312768401
559,69,0.123434704830054,0.00019355738546256,0.0139124902681928,0.0409067487008761,0.00166293114102134
560,69,0.123214285714286,0.000192915224125364,0.013889392503827,0.0422157305605057,0.00166021782733481
561,69,0.122994652406417,0.000192276235090627,0.0138663706531532,0.0435566388069423,0.00165751314663046
562,69,0.122775800711744,0.000191640397635825,0.0138434243464479,0.0449299138041139,0.00165481705914658
563,69,0.122557726465364,0.000191007691206048,0.0138205532163531,0.0463359917263812,0.00165212952535323
564,69,0.122340425531915,0.000190378095412385,0.0137977568978579,0.047775304217653,0.0016494505059507
565,69,0.12212389380531,0.000189751590030335,0.0137750350282798,0.0492482780495024,0.00164677996186657
566,70,0.123674911660777,0.000191483088138651,0.013837741439218,0.0383931013323274,-0.00455217796611614
567,70,0.123456790123457,0.000190855751491833,0.0138150552475129,0.0396293246768108,0.00163944324330293
568,70,0.123239436619718,0.000190231475143262,0.013792442682254,0.0408960812484065,0.00163680599561561
569,70,0.123022847100176,0.000189610239352447,0.0137699033893651,0.0421938086220203,0.00163417702057525
570,70,0.12280701754386,0.000188992024536565,0.0137474370170066,0.0435229409980404,0.0016315562806173
571,70,0.122591943957968,0.000188376811268958,0.0137250432155588,0.0448839088800903,0.00162894373839335
572,70,0.122377622377622,0.000187764580277662,0.013702721637604,0.046277138749737,0.0016263393567682
573,70,0.12216404886562,0.000187155312443941,0.0136804719379099,0.0477030527396136,0.00162374309881981
574,70,0.121951219512195,0.000186548988800842,0.0136582937734126,0.0491620683042591,0.00162115492783735
575,71,0.123478260869565,0.00018822848689077,0.01371963873033,0.038394533437154,-0.00449140704798327
576,71,0.123263888888889,0.0001876213586543,0.0136974946123114,0.0396205398824385,0.0016140452714417
577,71,0.123050259965338,0.000187017146425998,0.013675421252232,0.0408765907544366,0.00161148886742999
578,71,0.122837370242215,0.000186415831685453,0.0136534183150394,0.0421631138664963,0.00160894035999073
579,71,0.122625215889465,0.000185817396057905,0.0136314854677656,0.0434805337934833,0.00160639971380795
580,71,0.122413793103448,0.000185221821312887,0.013609622379511,0.04482927156153,0.00160386689376488
581,71,0.122203098106713,0.000184629089362881,0.0135878287214286,0.0462097443359011,0.00160134186494336
582,71,0.121993127147766,0.000184039182261985,0.0135661041667085,0.0476223651063937,0.00159882459262228
583,71,0.121783876500858,0.000183452082204599,0.0135444483905621,0.0490675423711906,0.00159631504227598
584,72,0.123287671232877,0.000185081885881594,0.0136044803605869,0.0383874788382027,-0.00443221962930802
585,72,0.123076923076923,0.000184494006979214,0.0135828570992709,0.0396032989362812,0.00158942206852723
586,72,0.122866894197952,0.000183908908716897,0.0135613018813422,0.0408486866437954,0.00158694284796848
